answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3415,absa_sentiment_3415,absa_scores_3415,absa_token_weights_3427,absa_sentiment_3427,absa_scores_3427,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3452,absa_sentiment_3452,absa_scores_3452,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3471,absa_sentiment_3471,absa_scores_3471,absa_token_weights_3472,absa_sentiment_3472,absa_scores_3472,absa_token_weights_3473,absa_sentiment_3473,absa_scores_3473,absa_token_weights_3474,absa_sentiment_3474,absa_scores_3474,absa_token_weights_3475,absa_sentiment_3475,absa_scores_3475,absa_token_weights_3477,absa_sentiment_3477,absa_scores_3477,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,57.0,0.0,neutral,"@FrankTh86697849 @russo_lf @Violapamherd Fragt sich, ob der Entscheid aus der Optik der Landesverteidigung oder der politisch-medialen Aufmerksamkeit erfolgt. Nach dem Motto: wenn die Jets technisch sich ebenbürtig sind, zählt die politische Komponente",fragen entscheid optik landesverteidigung politisch medial aufmerksamkeit erfolgen motto jets technisch ebenbürtig zählen politische komponente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Fragt': 0, 'sich': 0, 'ob': 0, 'der': 0.05, 'Entscheid': 0.2, 'aus': 0, 'Optik': 0, 'Landesverteidigung': 0.11499999999999999, 'oder': 0.07, 'politisch-medialen': 0, 'Aufmerksamkeit': 0.06, 'erfolgt': 0, 'Nach': 0.04, 'dem': 0.045, 'Motto': 0.14, 'wenn': 0.07, 'die': 0.05, 'Jets': 0.04, 'technisch': 0, 'ebenbürtig': 0.06, 'sind': 0.02, 'zählt': 0.09, 'politische': 0.06, 'Komponente': 0}",neutral,"[0.5692967, 0.014667702, 0.4160355]",,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"@redder66 @FDP_Liberalen Landesverteidigung ist eine der wenigen Kernaufgaben eines Landes,die nicht delegiert werden kann. Dazu braucht es die notwendige Ausrüstung - auch für Situationen, die wir heute nicht erwarten. Krisen sind bislang immer überraschend gekommen und wer weiss, was die Zukunft bringt",landesverteidigung wenig kernaufgaben landes delegieren brauchen notwendige ausrüstung situationen heute erwarten krisen bislang immer überraschen kommen wer weiss zukunft bringen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Landesverteidigung': 0.85, 'ist': 1.0, 'eine': 0.42, 'der': 0.01, 'wenigen': 0.38, 'Kernaufgaben': 0.33999999999999997, 'eines': 0.42, 'Landes': 0.19, 'die': 0.01, 'nicht': 0.02, 'delegiert': 0.11, 'werden': 0.02, 'kann': 0, 'Dazu': 0, 'braucht': 0, 'es': 1.0, 'notwendige': 0.04, 'Ausrüstung': 0.04, 'auch': 0, 'für': 0.03, 'Situationen': 0.01, 'wir': 0, 'heute': 0.04, 'erwarten': 0.02, 'Krisen': 0.01, 'sind': 0, 'bislang': 0.075, 'immer': 0.04, 'überraschend': 0, 'gekommen': 0, 'und': 0.02, 'wer': 0.01, 'weiss': 0, 'was': 0, 'Zukunft': 0.04, 'bringt': 0}",positive,"[0.005941836, 0.0019044281, 0.9921537]",,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Immerhin, der #GRAG stimmt mit 131 Stimmen zu, dass die Subkommission ""Oberaufsicht Nachrichtendienst"" der Kommission für öffentliche Sicherheit für die Oberaufsicht über den Vollzug das NDG im Kanton Aargau zuständig ist",immerhin grag stimmen stimmen subkommission oberaufsicht nachrichtendienst kommission öffentlich sicherheit oberaufsicht vollzug ndg kanton aargau zuständig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Immerhin': 0.060000000000000005, 'der': 0.09, 'GRAG': 0.11, 'stimmt': 0, 'mit': 0.07, 'Stimmen': 0, 'zu': 0, 'dass': 0.16, 'die': 0.09, 'Subkommission': 0.32, 'Oberaufsicht': 0, 'Nachrichtendienst': 0.14500000000000002, 'Kommission': 0.46, 'für': 0.67, 'öffentliche': 0.16, 'Sicherheit': 0, 'über': 0, 'den': 0.09, 'Vollzug': 0, 'das': 0.16, 'NDG': 0.3, 'im': 0, 'Kanton': 0.12, 'Aargau': 0.22, 'zuständig': 0.58, 'ist': 0.35}",neutral,"[0.5918903, 0.25676727, 0.15134244]",,,,,,,,,,neutral
50.0,25.0,28.0,-0.15,neutral,"@andrisilbi_ @Handelszeitung @FH_SCHWEIZ Ich fürchte, dadurch wird mittelfristig die FH-Ausbildung theorielastiger zulasten der angewandten Praxis (vgl. LehrerInnen-Ausbildung). Muss sich auch fragen, ob jeder Bereich ein wissenschaftliches Forschungsgebiet ist oder ob nicht die Lehre wichtiger ist.",fürchten dadurch mittelfristig fh ausbildung theorielastiger zulasten angewandten praxis vgl lehrerinnen ausbildung fragen jed bereich wissenschaftlich forschungsgebiet lehre wichtig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ich': 0.09, 'fürchte': 0, 'dadurch': 0.67, 'wird': 0.59, 'mittelfristig': 0.16, 'die': 0.1, 'FH-Ausbildung': 0.185, 'theorielastiger': 0.075, 'zulasten': 0.2275, 'der': 0.1, 'angewandten': 0.05, 'Praxis': 0, 'vgl.': 0, 'LehrerInnen-Ausbildung': 0.05, 'Muss': 0.29, 'sich': 0, 'auch': 0.09, 'fragen': 0, 'ob': 0, 'jeder': 0, 'Bereich': 0.03, 'ein': 0, 'wissenschaftliches': 0.03, 'Forschungsgebiet': 0.035, 'ist': 0.06, 'oder': 0.03, 'nicht': 0.05, 'Lehre': 0, 'wichtiger': 0.055}",negative,"[0.08895012, 0.8498013, 0.061248526]",,,,,,,neutral
75.0,75.0,71.0,0.2333333333333333,neutral,"@maya_bally @ErichAschi @wahlforschung0 Im Grundsatz ja, aber nicht bei allen Urteilen geht es ausschliesslich um Rechtsanwendung. Immer häufiger pflegen Gerichte Rechtsfortbildung bzw. „schöpferische Rechtsfindung“ anzuwenden und konkurrenzieren mit der Legislative. Politische Grundhaltung ist nicht unerheblich",grundsatz ja urteilen gehen ausschliesslich rechtsanwendung immer häufig pflegen gerichte rechtsfortbildung bzw schöpferische rechtsfindung anwenden konkurrenzieren legislative politische grundhaltung unerheblich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Im': 0, 'Grundsatz': 0.02, 'ja': 0.03, 'aber': 0.1, 'nicht': 0, 'bei': 0, 'allen': 0, 'Urteilen': 0.03, 'geht': 0, 'es': 0.29, 'ausschliesslich': 0.03, 'um': 0, 'Rechtsanwendung': 0.01, 'Immer': 0, 'häufiger': 0.03, 'pflegen': 0, 'Gerichte': 0.02, 'Rechtsfortbildung': 0.015, 'bzw.': 0, '„': 0, 'schöpferische': 0, 'Rechtsfindung': 0, '“': 0, 'anzuwenden': 0, 'und': 0, 'konkurrenzieren': 0, 'mit': 0, 'der': 0, 'Legislative': 0, 'Politische': 0, 'Grundhaltung': 0, 'ist': 0, 'unerheblich': 0}",neutral,"[0.6651416, 0.23924413, 0.09561431]",,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"@StefanSchmid78 @spschweiz @wahlforschung0 @claudelongchamp @mhermann_ Der Aargau führt mit dem Lehrplan 21 das Fach Politische Bildung ein, das auf eine Initiative der @JFAargau zurückgeht @fdp_ag @kantonaargau",aargau führen lehrplan fach politische bildung initiative zurückgehen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Der': 0.15, 'Aargau': 0.45, 'führt': 0, 'mit': 0.16, 'dem': 0.105, 'Lehrplan': 0.37, 'das': 0, 'Fach': 0.49, 'Politische': 1.0, 'Bildung': 0.99, 'ein': 0, 'auf': 0, 'eine': 0, 'Initiative': 0.23, 'der': 0.15, 'zurückgeht': 0.08}",neutral,"[0.7900525, 0.014126621, 0.19582099]",,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"@alex_baur Die Daten zeigen die Spitaleintritte, nicht die Spitalaufenthalte. Die ergriffenen Massnahmen dienen nur dazu, dass weiter Patienten hospitalisiert werden können - ob Corona oder Strassenverkehrsunfall...",daten zeigen spitaleintritte spitalaufenthalte ergriffen massnahmen dienen weit patienten hospitalisiert corona strassenverkehrsunfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.06, 'Daten': 0.04, 'zeigen': 0, 'die': 0.06, 'Spitaleintritte': 0.03, 'nicht': 0.03, 'Spitalaufenthalte': 0.03, 'ergriffenen': 0, 'Massnahmen': 0.06, 'dienen': 0.04, 'nur': 0.04, 'dazu': 0.08, 'dass': 0.21, 'weiter': 0.32, 'Patienten': 0, 'hospitalisiert': 0, 'werden': 0, 'können': 0.22, 'ob': 0, 'Corona': 0.39, 'oder': 1.0, 'Strassenverkehrsunfall': 0.6100000000000001, '...': 0}",neutral,"[0.9432643, 0.044753462, 0.011982268]",,,,neutral
100.0,100.0,100.0,1.0,neutral,"@AargauerZeitung @gruene_aargau Entscheidend ist, dass sich die Bio-Richtlinien nicht in allen landwirtschaftlichen Kulturen gleich gut umsetzen lassen, was die kantonalen Unterschiede erklärt. Interessant wäre deshalb ein Vergleich auf gleicher Basis (zB Milchwirtschaft oder Gemüseanbau)",entscheiden bio richtlinien landwirtschaftlich kulturen gleichen gut umsetzen lassen kantonalen unterschiede erklären interessant deshalb vergleich gleich basis zb milchwirtschaft gemüseanbau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Entscheidend': 0.06, 'ist': 0.05, 'dass': 0.05, 'sich': 0, 'die': 0.19, 'Bio-Richtlinien': 0.09, 'nicht': 0, 'in': 0.05, 'allen': 0, 'landwirtschaftlichen': 0.08, 'Kulturen': 0, 'gleich': 0.43, 'gut': 0, 'umsetzen': 0, 'lassen': 0, 'was': 0, 'kantonalen': 0.2, 'Unterschiede': 0.22, 'erklärt': 0, 'Interessant': 0.43, 'wäre': 0.17, 'deshalb': 0, 'ein': 0, 'Vergleich': 1.0, 'auf': 0.51, 'gleicher': 0.43, 'Basis': 0.26, 'zB': 0, 'Milchwirtschaft': 0.225, 'oder': 0.21, 'Gemüseanbau': 0.16999999999999998}",neutral,"[0.5170079, 0.051737398, 0.43125468]",positive
25.0,25.0,28.0,-0.2333333333333333,neutral,"@Conly0301 @EugenHani Niemand ist gegen sauberes Trinkwasser, aber nicht alle sehen die Lösung in dem von der Initiative vorgegebenen engen Rahmen. Es ist illusorisch zu meinen, wir könnten unsere Landwirtschaft wie zu Gotthelfs Zeiten organisieren. Was wir nicht produzieren, importieren wir....",niemand sauber trinkwasser all sehen lösung initiative vorgegeben eng rahmen illusorisch landwirtschaft gotthelfs zeiten organisieren produzieren importieren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Niemand': 0, 'ist': 0.03, 'gegen': 0.03, 'sauberes': 0.05, 'Trinkwasser': 0.035, 'aber': 0.02, 'nicht': 0.02, 'alle': 0.03, 'sehen': 0, 'die': 0.03, 'Lösung': 0.09, 'in': 0.15, 'dem': 0.05, 'von': 0, 'der': 0.03, 'Initiative': 0.12, 'vorgegebenen': 0, 'engen': 0, 'Rahmen': 0.15, 'Es': 0.03, 'illusorisch': 0, 'zu': 0.07, 'meinen': 0.14, 'wir': 0, 'könnten': 0, 'unsere': 0.29, 'Landwirtschaft': 1.0, 'wie': 0, 'Gotthelfs': 0, 'Zeiten': 0, 'organisieren': 0.535, 'Was': 0, 'produzieren': 0.125, 'importieren': 0.09, '....': 0}",neutral,"[0.8874489, 0.04358366, 0.0689675]",neutral
50.0,75.0,57.0,0.0,neutral,"@FelixSchneuwly Einverstanden, war noch beim Brot und nicht bei der ganzen Landwirtschaft und ihren CHF 20 Mrd",einverstanden beim brot ganz landwirtschaft chf mrd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Einverstanden': 0.27, 'war': 0, 'noch': 0.39, 'beim': 0, 'Brot': 0.22, 'und': 0.38, 'nicht': 1.0, 'bei': 0, 'der': 0, 'ganzen': 0, 'Landwirtschaft': 0.65, 'ihren': 0, 'CHF': 0.14, 'Mrd': 0.35}",neutral,"[0.8948111, 0.07360369, 0.031585205]",neutral
100.0,100.0,100.0,1.0,neutral,"@ConradinCramer Inwiefern geht es diesen Schülern in den Sommerferien besser? Ist dann die Situation zu Hause besser? Müsste man nicht grundsätzlich über    die 13 Wochen Schulferien diskutieren, deren Anzahl und Verteilung sich am Bedarf der Landwirtschaft orientiert?",inwiefern gehen schülern sommerferien gut situation hause gut müsste grundsätzlich wochen schulferien diskutieren anzahl verteilung bedarf landwirtschaft orientieren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Inwiefern': 0, 'geht': 0, 'es': 0.18, 'diesen': 0, 'Schülern': 0.08, 'in': 0, 'den': 0.14, 'Sommerferien': 0.03, 'besser': 0.05, 'Ist': 0.18, 'dann': 0.07, 'die': 0.14, 'Situation': 0.07, 'zu': 0.08, 'Hause': 0.04, 'Müsste': 0.08, 'man': 0, 'nicht': 0, 'grundsätzlich': 0.15, 'über': 0, 'Wochen': 0.07, 'Schulferien': 0.06, 'diskutieren': 0, 'deren': 0, 'Anzahl': 0, 'und': 0.13, 'Verteilung': 0.13, 'sich': 0, 'am': 0, 'Bedarf': 0, 'der': 0.14, 'Landwirtschaft': 1.0, 'orientiert': 0}",neutral,"[0.9791976, 0.006894241, 0.013908114]",positive
100.0,100.0,86.0,0.7,neutral,"#10vor10 Viele Ferienpläne stammen noch aus der Zeit, als die Kinder in der Landwirtschaft helfen mussten. Diese Zeiten sind vorbei. Warum nicht die Anzahl der Ferienwochen reduzieren und als Ausgleich die Stundenbelastung in der Schulzeit verringern?",10vor10 ferienpläne stammen zeit kinder landwirtschaft helfen mussten zeiten vorbei warum anzahl ferienwochen reduzieren ausgleich stundenbelastung schulzeit verringern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'10vor10': 0.09, 'Viele': 0, 'Ferienpläne': 0.07, 'stammen': 0, 'noch': 0, 'aus': 0.36, 'der': 0.02, 'Zeit': 0.12, 'als': 0, 'die': 0.02, 'Kinder': 0.25, 'in': 0.16, 'Landwirtschaft': 1.0, 'helfen': 0.98, 'mussten': 0.12, 'Diese': 0, 'Zeiten': 0, 'sind': 0.03, 'vorbei': 0, 'Warum': 0.03, 'nicht': 0.02, 'Anzahl': 0, 'Ferienwochen': 0.065, 'reduzieren': 0.025, 'und': 0.02, 'Ausgleich': 0, 'Stundenbelastung': 0, 'Schulzeit': 0, 'verringern': 0.02}",neutral,"[0.9203805, 0.027032923, 0.052586608]",positive
100.0,100.0,86.0,0.7,neutral,"#GRAG Nach der SVP erhält nicht die Landwirtschaft Subventionen, sondern die Konsumenten - wenn die Welt, doch immer so einfach wäre!",grag svp erhalten landwirtschaft subventionen konsumenten welt immer einfach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'GRAG': 0.1, 'Nach': 0.07, 'der': 0.03, 'SVP': 0, 'erhält': 0.27, 'nicht': 1.0, 'die': 0.03, 'Landwirtschaft': 1.0, 'Subventionen': 0.22, 'sondern': 0.77, 'Konsumenten': 0.09, 'wenn': 0.08, 'Welt': 0.06, 'doch': 0, 'immer': 0.05, 'so': 0, 'einfach': 0.06, 'wäre': 0}",neutral,"[0.9686619, 0.015107063, 0.016231064]",positive
50.0,75.0,57.0,0.0,neutral,#GRAG SVP sieht noch überall Sparpotential im Aargau - fangen wir doch in der Landwirtschaft an...,grag svp sehen überall sparpotential aargau fangen landwirtschaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'GRAG': 0.14, 'SVP': 0, 'sieht': 0.1, 'noch': 0, 'überall': 0, 'Sparpotential': 0.2, 'im': 0, 'Aargau': 0.34, 'fangen': 0, 'wir': 0, 'doch': 0, 'in': 0.16, 'der': 0, 'Landwirtschaft': 1.0, 'an': 0, '...': 0}",positive,"[0.20348008, 0.003467949, 0.79305196]",neutral
0.0,0.0,0.0,-1.0,neutral,#Grossrat Wenn die SVP ihre ordnungspolitischen Bedenken auch in der Landwirtschaft äussern und nicht nur gegen Park InnovAARE wettern würde,grossrat svp ordnungspolitischen bedenken landwirtschaft äussern park innovaare wettern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Grossrat': 0, 'Wenn': 0, 'die': 0.12, 'SVP': 0, 'ihre': 0.08, 'ordnungspolitischen': 0.11, 'Bedenken': 0, 'auch': 0.1, 'in': 0.08, 'der': 0.12, 'Landwirtschaft': 0.18, 'äussern': 0, 'und': 0.08, 'nicht': 0.04, 'nur': 0.05, 'gegen': 0.11, 'Park': 0.06, 'InnovAARE': 0.28, 'wettern': 0, 'würde': 0}",neutral,"[0.40801662, 0.21258484, 0.37939852]",negative
