answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3435,absa_sentiment_3435,absa_scores_3435,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3471,absa_sentiment_3471,absa_scores_3471,absa_token_weights_3475,absa_sentiment_3475,absa_scores_3475,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,57.0,0.0,neutral,"Danke @baba08 für die Einladung, übermorgen in @BuerenanderAare als @EVPStadtBern Stadtrat und @unibern Dozent die 1. Augustrede halten zu dürfen! Themen werden sein: Digitalisierung und Dankbarkeit. Wer hat noch Input? https://t.co/KLpIxEFCv6 https://t.co/9gLt1p1gyU",danke einladung übermorgen stadtrat dozent augustrede halten dürfen themen digitalisierung dankbarkeit wer input,,,,,,,,,,,,,"{'Danke': 0.08, 'für': 0.04, 'die': 0.02, 'Einladung': 0, 'übermorgen': 0.0325, 'in': 0, 'als': 0.04, 'Stadtrat': 0.04, 'und': 0.3, 'Dozent': 0.06, '1.': 0, 'Augustrede': 0, 'halten': 0, 'zu': 0.01, 'dürfen': 0, 'Themen': 0, 'werden': 0.26, 'sein': 0, 'Digitalisierung': 0, 'Dankbarkeit': 0.77, 'Wer': 0.2, 'hat': 0, 'noch': 0, 'Input': 0.12}",positive,"[0.0041487464, 0.0021313878, 0.9937198]",,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"Spannender Hintergrund-Bericht in der @AargauerZeitung / @LuzernerZeitung
über @parldigi Jubiläumsfeier mit #Bundespräsident Ueli Maurer sowie #SBB CEO @AndreasMeyer und ihrer Reden zur Digitalisierung /cc @EdithGraf @FranzGrueter @General_Francis https://t.co/KHPxEN4mUk",spannend hintergrund bericht jubiläumsfeier bundespräsident ueli maurer sowie sbb ceo reden digitalisierung cc,,,,,,,,,,,,,"{'Spannender': 0.07, 'Hintergrund-Bericht': 0.045, 'in': 0.02, 'der': 0.02, 'über': 0, 'Jubiläumsfeier': 0.03, 'mit': 0.05, 'Bundespräsident': 0.03, 'Ueli': 0.02, 'Maurer': 0.03, 'sowie': 0, 'SBB': 0.05, 'CEO': 0.08, 'und': 0.12, 'ihrer': 0.13, 'Reden': 0, 'zur': 0.02, 'Digitalisierung': 0, '/cc': 0}",neutral,"[0.561117, 0.012389787, 0.4264932]",,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,RT @KathyRiklin: Wunderbare Stimmung und engagierte Ansprache des Bundespräsidenten Ueli Maurer zur Digitalisierung am   Jubiläumsanlass 10…,wunderbare stimmung engagieren ansprache bundespräsidenten ueli maurer digitalisierung jubiläumsanlass,,,,,,,,,,,,,"{'Wunderbare': 0.27, 'Stimmung': 0, 'und': 0.07, 'engagierte': 0.08, 'Ansprache': 0.48, 'des': 0, 'Bundespräsidenten': 0.105, 'Ueli': 0.15, 'Maurer': 0.24, 'zur': 0.09, 'Digitalisierung': 0, 'am': 0, 'Jubiläumsanlass': 0.33, '…': 0}",neutral,"[0.9229087, 0.012415825, 0.064675525]",,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"RT @unibern: Einen reflektierten Umgang mit der #Digitalisierung diskutierten @gleonhard, S. Adam, @ikmb_unibe, M. Stürmer, @researchdigisu…",reflektieren umgang digitalisierung diskutieren s adam m stürmer,,,,,,,,,,,,,"{'Einen': 0.08, 'reflektierten': 0, 'Umgang': 0, 'mit': 0.21, 'der': 0, 'Digitalisierung': 0, 'diskutierten': 0.23, 'S.': 0, 'Adam': 0.09, 'M.': 0, 'Stürmer': 0, '…': 0}",neutral,"[0.9004883, 0.011252797, 0.08825884]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @unibern: Wir twittern vom #TagDerLehre der #unibern zum Thema «Reflektierter Umgang mit der #Digitalisierung». Die #Keynote spricht der…,twittern tagderlehre unibern thema reflektiert umgang digitalisierung keynote sprechen,,,,,,,,,,,,,"{'Wir': 0.01, 'twittern': 0.06, 'vom': 0.04, 'TagDerLehre': 0.26, 'der': 0, 'unibern': 0.09, 'zum': 0.04, 'Thema': 0, '«': 0, 'Reflektierter': 0, 'Umgang': 0, 'mit': 0, 'Digitalisierung': 0, '»': 0, 'Die': 0, 'Keynote': 0, 'spricht': 0, '…': 0}",neutral,"[0.91677773, 0.04448531, 0.038736932]",,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,RT @OBlattmann: Heute zurück auf die Schulbank: 7. Tag der Lehre an der @unibern zum reflektierten Umgang mit Digitalisierung in der Lehre.…,heute zurück schulbank tag lehre reflektieren umgang digitalisierung lehre,,,,,,,,,,,,,"{'Heute': 0.33, 'zurück': 0.23, 'auf': 0, 'die': 0.21, 'Schulbank': 0.12, '7.': 0, 'Tag': 0, 'der': 0.21, 'Lehre': 0, 'an': 0, 'zum': 0.145, 'reflektierten': 0, 'Umgang': 0.23, 'mit': 0, 'Digitalisierung': 0, 'in': 0.26, '…': 0}",neutral,"[0.7725129, 0.020109126, 0.20737793]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"""Nachhaltige Digitalisierung und digitale Nachhaltigkeit: Die zwei Seiten einer Münze"" Heutige Präsentation bei der Berner Regierungsrätin und Erziehungsdirektorin @Chrige_Haesler u.v.m. https://t.co/eDAiBHH0SH",nachhaltig digitalisierung digitale nachhaltigkeit zwei seiten münzen heutige präsentation berner regierungsrätin erziehungsdirektorin u v m,,,,,,,,,,,,,"{'Nachhaltige': 1.0, 'Digitalisierung': 0, 'und': 0.06, 'digitale': 0.18, 'Nachhaltigkeit': 0.26, 'Die': 0.05, 'zwei': 0.06, 'Seiten': 0, 'einer': 0, 'Münze': 0.12, 'Heutige': 0, 'Präsentation': 0.05, 'bei': 0, 'der': 0.05, 'Berner': 0, 'Regierungsrätin': 0.08, 'Erziehungsdirektorin': 0.05, 'u.v.m.': 0}",positive,"[0.0009728686, 0.0013940152, 0.9976331]",,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,0.9,neutral,RT @LHIND_DLH: Los geht’s auf unserem #ForumDigitalisierung auf dem Gurten bei Bern - wir freuen uns auf spannende Vorträge und interessant…,los gehen s forumdigitalisierung gurten bern freuen spannend vorträge interessant,,,,,,,,,,,,,"{'Los': 0.09, 'geht': 0, '’s': 0, 'auf': 0.05, 'unserem': 0.05, 'ForumDigitalisierung': 0.3, 'dem': 0.315, 'Gurten': 0, 'bei': 0, 'Bern': 0.1, 'wir': 0, 'freuen': 0, 'uns': 0, 'spannende': 1.0, 'Vorträge': 1.0, 'und': 0.36, 'interessant': 0.57, '…': 0}",negative,"[0.18512659, 0.41268942, 0.402184]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @unibern: Die #Digitalisierung ist in vollem Gange, sei es in der #Lehre, im #Arbeitsleben oder im privaten #Alltag. Erfahren Sie mehr i…",digitalisierung voll gange lehre arbeitsleben privat alltag erfahren mehr i,,,,,,,,,,,,,"{'Die': 0.38, 'Digitalisierung': 0, 'ist': 0.26, 'in': 0.02, 'vollem': 0.2, 'Gange': 0, 'sei': 0.06, 'es': 0.26, 'der': 0.38, 'Lehre': 0, 'im': 0, 'Arbeitsleben': 0.06, 'oder': 0.05, 'privaten': 0.05, 'Alltag': 0, 'Erfahren': 0, 'Sie': 0, 'mehr': 0.08, 'i': 0.11, '…': 0}",positive,"[0.008482558, 0.0026867455, 0.98883075]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,Wandern mit #OpenSource: @ElisabethLeu von @camptocamp stellt die Digitalisierung der @AlpenclubSAC Routenbeschreibungen vor. Seit zwei Wochen ist das Portal online auf https://t.co/yeAecqecdo https://t.co/8RSKyYqMg6,wandern opensource stellen digitalisierung routenbeschreibungen seit zwei wochen portal online,,,,,,,,,,,,,"{'Wandern': 0, 'mit': 0.21, 'OpenSource': 0.42, 'von': 0, 'stellt': 0, 'die': 0.14, 'Digitalisierung': 0, 'der': 0.14, 'Routenbeschreibungen': 0.27999999999999997, 'vor': 0, 'Seit': 0, 'zwei': 0.04, 'Wochen': 0.14, 'ist': 0, 'das': 0, 'Portal': 0.25, 'online': 0.18, 'auf': 0}",neutral,"[0.8417046, 0.008117894, 0.15017745]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @krabina: #Städtetag @maemst betont Wichtigkeit der Kooperation von Stadtverwaltungen mit Hochschulen  #Digitalisierung,städtetag betonen wichtigkeit kooperation stadtverwaltungen hochschulen digitalisierung,,,,,,,,,,,,,"{'Städtetag': 0.06, 'betont': 0, 'Wichtigkeit': 0.16, 'der': 0.08, 'Kooperation': 0.13, 'von': 0, 'Stadtverwaltungen': 0.07, 'mit': 0, 'Hochschulen': 0.31, 'Digitalisierung': 1.0}",positive,"[0.035235327, 0.0049759424, 0.9597887]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,Heute Referat am Österreichischen Städtetag in Feldkirch: Digitalisierung in Schweizer Städten. Kritischer Blick auf #SmartCity und Digitalisierungsstrategien von @sanktgallen @stadtluzern @StadtWinterthur @BaselStadt @Bern_Stadt und @stadtzuerich https://t.co/fuNThnWvZ9,heute referat österreichisch städtetag feldkirch digitalisierung schweizer städten kritisch blick smartcity digitalisierungsstrategien,,,,,,,,,,,,,"{'Heute': 0.09, 'Referat': 0, 'am': 0, 'Österreichischen': 0.09, 'Städtetag': 0, 'in': 0.04, 'Feldkirch': 0.12, 'Digitalisierung': 0, 'Schweizer': 0.04, 'Städten': 0.07, 'Kritischer': 0.39, 'Blick': 0, 'auf': 0, 'SmartCity': 0.18, 'und': 1.0, 'Digitalisierungsstrategien': 0.28, 'von': 1.0}",positive,"[0.22871217, 0.0082409065, 0.7630469]",,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,0.85,negative,"@vecirex @Bern_Stadt Naja, das ist etwas viel Zukunftsmusik. Ich wär schonmal froh, wenn ich die nötigen PDFs runterladen könnte. Wenn das so mit der Digitalisierung der Stadt Bern weitergeht, stellt sich die E-Voting Frage die nächsten 100 Jahren nicht ernsthaft...",naja zukunftsmusik wär schonmal froh nötig pdfs runterladen digitalisierung stadt bern weitergehen stellen e voting fragen nächst jahren ernsthaft,,,,,,,"{'Naja': 0.07, 'das': 0.06, 'ist': 0, 'etwas': 0, 'viel': 0.02, 'Zukunftsmusik': 0.03, 'Ich': 0.02, 'wär': 0.045000000000000005, 'schonmal': 0, 'froh': 0, 'wenn': 0.05, 'ich': 0.02, 'die': 0.06, 'nötigen': 0, 'PDFs': 0.11, 'runterladen': 0.05, 'könnte': 0.01, 'Wenn': 0, 'so': 0, 'mit': 0.02, 'der': 0.06, 'Digitalisierung': 0, 'Stadt': 0.02, 'Bern': 0.04, 'weitergeht': 0, 'stellt': 0, 'sich': 0, 'E-Voting': 0, 'Frage': 0, 'nächsten': 0.09, 'Jahren': 0.3, 'nicht': 0.26, 'ernsthaft': 0.16, '...': 0}",negative,"[0.22398652, 0.7283624, 0.04765103]",,,,"{'Naja': 0.01, 'das': 0.01, 'ist': 0, 'etwas': 0, 'viel': 0.01, 'Zukunftsmusik': 0.02, 'Ich': 0.01, 'wär': 0.015, 'schonmal': 0, 'froh': 0, 'wenn': 0.3, 'ich': 0.01, 'die': 0.01, 'nötigen': 0, 'PDFs': 0.06, 'runterladen': 0.07, 'könnte': 0.01, 'Wenn': 0, 'so': 0, 'mit': 1.0, 'der': 0.01, 'Digitalisierung': 0, 'Stadt': 0.07, 'Bern': 0.03, 'weitergeht': 0, 'stellt': 0, 'sich': 0, 'E-Voting': 0, 'Frage': 0, 'nächsten': 0.02, 'Jahren': 0.07, 'nicht': 0.09, 'ernsthaft': 0.04, '...': 0}",neutral,"[0.7140455, 0.12438238, 0.1615722]",,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"RT @TCBE_CH: Unter dem Leitsatz ""Digitalisierung - der echte Wandel findet abseits der Technik statt"" entwickelten Mitglieder des @TCBE_CH…",leitsatz digitalisierung echte wandel finden abseits technik statt entwickeln mitglieder,,,,,,,,,,,,,"{'Unter': 0, 'dem': 0.28, 'Leitsatz': 0, 'Digitalisierung': 0, 'der': 0.28, 'echte': 0, 'Wandel': 0, 'findet': 0, 'abseits': 0, 'Technik': 0, 'statt': 0.26, 'entwickelten': 0, 'Mitglieder': 0.96, 'des': 0, '…': 0}",neutral,"[0.6962682, 0.20449935, 0.09923247]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @matthias_egli: Planen wir die Stadt der Zukunft, nicht der Vergangenheit #smartcity #digitalisierung #OpenData #chancennutzen @maemst @…",planen stadt zukunft vergangenheit smartcity digitalisierung opendata chancennutzen,,,,,,,,,,,,,"{'Planen': 0.34, 'wir': 0, 'die': 0.21, 'Stadt': 0.15, 'der': 0.21, 'Zukunft': 0.15, 'nicht': 1.0, 'Vergangenheit': 1.0, 'smartcity': 0.16, 'digitalisierung': 0.9, 'OpenData': 0.1, 'chancennutzen': 0, '…': 0}",neutral,"[0.63248104, 0.04949908, 0.3180199]",,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,Endliche #SmartCity Stelle für @Bern_Stadt: Freue mich über Label «Mister Digitalisierung» der @BernerZeitung und dass Namensvetter @MatthiasEgli sich ebenfalls für #SmartCity Bern einsetzt! https://t.co/se6U38HBP3,endliche smartcity stelle freuen label mister digitalisierung namensvetter ebenfalls smartcity bern einsetzen,,,,,,,,,,,,,"{'Endliche': 0, 'SmartCity': 0, 'Stelle': 0, 'für': 0, 'Freue': 0.3, 'mich': 0, 'über': 0, 'Label': 0.32, '«': 0, 'Mister': 0, 'Digitalisierung': 0, '»': 0, 'der': 0, 'und': 0, 'dass': 0, 'Namensvetter': 0, 'sich': 0, 'ebenfalls': 0, 'Bern': 0, 'einsetzt': 0}",positive,"[0.0022772776, 0.0024593205, 0.99526334]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @matthias_egli: Streitgespräch mit viel Einigkeit rund um Digitalisierung und Innovation im @impacthubbern mit @raphaelkarlen @esseivav…,streitgespräch einigkeit rund digitalisierung innovation,,,,,,,,,,,,,"{'Streitgespräch': 0, 'mit': 0.12, 'viel': 0.2, 'Einigkeit': 0, 'rund': 0, 'um': 0.14, 'Digitalisierung': 0, 'und': 0.34, 'Innovation': 1.0, 'im': 0, '…': 0}",neutral,"[0.62169576, 0.03412383, 0.34418035]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @unibern: @maemst von der #unibern im Gespräch über sein Verhältnis zur #Digitalisierung: https://t.co/B6cyVgdahD @Livenet_CH,unibern gespräch verhältnis digitalisierung,,,,,,,,,,,,,"{'von': 0.14, 'der': 0, 'unibern': 0.19, 'im': 0, 'Gespräch': 0.21, 'über': 0, 'sein': 0, 'Verhältnis': 0, 'zur': 0.29, 'Digitalisierung': 0}",neutral,"[0.986585, 0.005728927, 0.007686093]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"""Zukünftige Roboter brauchen eine Ethik"": Rückblick von @Livenet_CH auf meinen Digitalisierungs-Vortrag beim #VBG Impulstag https://t.co/7WlK7oKArp",zukünftig roboter brauchen ethik rückblick digitalisierungs vortrag beim vbg impulstag,,,,,,,,,,,,,"{'Zukünftige': 0.11, 'Roboter': 0, 'brauchen': 0.1, 'eine': 0, 'Ethik': 0.26, 'Rückblick': 0.39, 'von': 0, 'auf': 0, 'meinen': 0, 'Digitalisierungs-Vortrag': 1.0, 'beim': 0.3, 'VBG': 0.21, 'Impulstag': 0.25}",neutral,"[0.87053955, 0.014028427, 0.11543206]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Heute Vortrag @unifr #SVVOR zu  Digitalisierung der öffentlichen Verwaltung - Ziele, Chancen, Perspektiven, Risiken, internationaler Vergleich https://t.co/JYyM8GQHxK",heute vortrag svvor digitalisierung öffentlich verwaltung ziele chancen perspektiven risiken international vergleich,,,,,,,,,,,,,"{'Heute': 0.28, 'Vortrag': 0, 'SVVOR': 0.53, 'zu': 0, 'Digitalisierung': 0, 'der': 0, 'öffentlichen': 0.08, 'Verwaltung': 0.11, 'Ziele': 0.12, 'Chancen': 0.1, 'Perspektiven': 0.12, 'Risiken': 0.11, 'internationaler': 0.1, 'Vergleich': 0.14}",positive,"[0.46366426, 0.011598011, 0.5247378]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @impacthubbern: Die #zukunft im Thema #Digitalisierung? @WeShapeTech @maemst und Kohler&amp;Partner am 20 Jahr Jubiläum vom @TCBE_CH #tcbe20…,zukunft thema digitalisierung kohler ampartner jahr jubiläum tcbe20,,,,,,,,,,,,,"{'Die': 0.05, 'zukunft': 0.17, 'im': 0, 'Thema': 0, 'Digitalisierung': 0, 'und': 0.27, 'Kohler&ampartner': 0, 'am': 0, 'Jahr': 0, 'Jubiläum': 0.06, 'vom': 0.05, 'tcbe20': 0.17, '…': 0}",neutral,"[0.8082489, 0.025389396, 0.1663617]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @maemst: Neue Digitalisierungsstrategie der @unibern mitprägen: gesucht ist wissenschaftliche/r Mitarbeiter/in 50%-80% bei @researchdigi…,neue digitalisierungsstrategie mitprägen suchen wissenschaftliche r mitarbeiter,,,,,,,,,,,,,"{'Neue': 0.77, 'Digitalisierungsstrategie': 1.0, 'der': 0, 'mitprägen': 0, 'gesucht': 0, 'ist': 0.16, 'wissenschaftliche': 0, 'r': 0, 'Mitarbeiter': 0, 'in': 0, '50%-80': 0, 'bei': 0.07, '…': 0}",positive,"[0.09015436, 0.010334672, 0.899511]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Neue Digitalisierungsstrategie der @unibern mitprägen: gesucht ist wissenschaftliche/r Mitarbeiter/in 50%-80% bei @researchdigisus, Bewerbungsfrist 10. Dezember 2017 -&gt; https://t.co/cEogSVCx3L",neue digitalisierungsstrategie mitprägen suchen wissenschaftliche r mitarbeiter bewerbungsfrist dezember gt,,,,,,,,,,,,,"{'Neue': 0.09, 'Digitalisierungsstrategie': 0.19, 'der': 0, 'mitprägen': 0, 'gesucht': 0, 'ist': 0.24, 'wissenschaftliche': 0, 'r': 0, 'Mitarbeiter': 0, 'in': 0, '50%-80': 0, 'bei': 0.18, 'Bewerbungsfrist': 0.15, '10.': 0, 'Dezember': 0.27, '-&gt': 0}",positive,"[0.2833673, 0.013578985, 0.7030537]",,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"RT @alexbarclay_: Dank Digitalisierung, ökonomische, ökologische und sogar soziale Effizienz fördern, sagt L. Guzzella @ETH Präsident #digi…",danken digitalisierung ökonomisch ökologisch sogar soziale effizienz fördern sagen l guzzella präsident digi,,,,,,,,,,,,,"{'Dank': 0.935, 'Digitalisierung': 0, 'ökonomische': 0.03, 'ökologische': 0.03, 'und': 0.09, 'sogar': 0.17, 'soziale': 0.02, 'Effizienz': 0.06, 'fördern': 0, 'sagt': 0.11, 'L.': 0, 'Guzzella': 0.03, 'Präsident': 0.03, 'digi': 0.03, '…': 0}",positive,"[0.0019191146, 0.0019220305, 0.99615884]",,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"BR Doris Leuthard eröffnet erste Konferenz #digitalCH17 Digitale Schweiz: ""Digitalisierung ist nicht bequem, aber an ihr führt kein Weg vorbei."" Spannende Diskussionen à la 5G vs. Strahlengefahr sind vorprogrammiert ;) https://t.co/SV4NC4Gkfj",br doris leuthard eröffnen erste konferenz digitalch17 digitale schweiz digitalisierung bequemen führen vorbei spannend diskussionen à la g vs strahlengefahr vorprogrammieren,,,,,,,,,,,,,"{'BR': 0.02, 'Doris': 0.04, 'Leuthard': 0.04, 'eröffnet': 0, 'erste': 0.04, 'Konferenz': 0.02, 'digitalCH17': 0.07, 'Digitale': 0.03, 'Schweiz': 0.02, 'Digitalisierung': 0, 'ist': 0.05, 'nicht': 1.0, 'bequem': 0, 'aber': 0.59, 'an': 0, 'ihr': 0, 'führt': 0, 'kein': 0.09, 'Weg': 0, 'vorbei': 0, 'Spannende': 0.1, 'Diskussionen': 0.04, 'à': 0, 'la': 0.02, 'G': 0, 'vs.': 0, 'Strahlengefahr': 0.03, 'sind': 0.06, 'vorprogrammiert': 0}",negative,"[0.02237949, 0.9232487, 0.05437191]",,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,RT @linkedktk: Gute Statements zur Digitalisierung und daraus entstehende Probleme und Lösungsansätze von @bglaettli an der @DINAconCH #din…,gut statements digitalisierung daraus entstehend probleme lösungsansätze din,,,,,,,,,,,,,"{'Gute': 0, 'Statements': 1.0, 'zur': 0.06, 'Digitalisierung': 0, 'und': 0.05, 'daraus': 0.14, 'entstehende': 0, 'Probleme': 0.08, 'Lösungsansätze': 0.11, 'von': 0.14, 'an': 0.08, 'der': 0.06, 'din': 0.14, '…': 0}",positive,"[0.0062446278, 0.0017017886, 0.9920536]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @avongunten: Ein Bravo für die Organisation der #DINAcon17 für eine Podiumsdiskussion zur Digitalisierung mit 3 Frauen und 2 Männer #geh…,bravo organisation dinacon17 podiumsdiskussion digitalisierung frauen männer geh,,,,,,,,,,,,,"{'Ein': 0.12, 'Bravo': 0.04, 'für': 0.2, 'die': 0.03, 'Organisation': 0, 'der': 0.03, 'DINAcon17': 0.09, 'eine': 0, 'Podiumsdiskussion': 0.58, 'zur': 0.03, 'Digitalisierung': 0, 'mit': 0.3, 'Frauen': 0.06, 'und': 0.1, 'Männer': 0.03, 'geh': 0.08, '…': 0}",neutral,"[0.9881909, 0.003506168, 0.008303042]",,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"RT @inside_it: ""Digitalisierung ist natürlich auch ein Hype"", so Stadtpräsident A. v. Graffenried in seiner Eröffnungsrede zur #DINAcon17",digitalisierung natürlich hype stadtpräsident a v graffenried eröffnungsrede dinacon17,,,,,,,,,,,,,"{'Digitalisierung': 0, 'ist': 0.15, 'natürlich': 0, 'auch': 0.1, 'ein': 0, 'Hype': 0.28, 'so': 0, 'Stadtpräsident': 0.055, 'A.': 0, 'v.': 0, 'Graffenried': 0.13, 'in': 0.03, 'seiner': 0.03, 'Eröffnungsrede': 0.055, 'zur': 0, 'DINAcon17': 0.14}",positive,"[0.054767396, 0.0053781294, 0.93985444]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,Heute Abend mal wieder im Einsatz für den @TCBE_CH: Vortrag zu #Digitalisierung &amp; #Blockchain im @lionsclubs Köniz https://t.co/sCBKmbH3RG https://t.co/NXsNz6Yc0v,heute abend mal einsatz vortrag digitalisierung amp blockchain köniz,,,,,,,,,,,,,"{'Heute': 0, 'Abend': 0, 'mal': 0, 'wieder': 0, 'im': 0, 'Einsatz': 0, 'für': 0.28, 'den': 0.2, 'Vortrag': 0, 'zu': 0, 'Digitalisierung': 0, 'amp': 0.22, 'Blockchain': 0.41, 'Köniz': 0}",neutral,"[0.6387129, 0.016262809, 0.34502432]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @DINAconCH: Innovative Technologien mit Natur- und Umweltschutz verbinden - genau das ist das Ziel der @PoriniFoundatio. Wie genau das f…,innovative technologien natur umweltschutz verbinden genau ziel genau f,,,,,,,,,,,,,,,,"{'Innovative': 0.12, 'Technologien': 0.07, 'mit': 0.07, 'Natur-': 0, 'und': 0.09, 'Umweltschutz': 0.075, 'verbinden': 0, 'genau': 0, 'das': 0.06, 'ist': 0.04, 'Ziel': 0.16, 'der': 0.04, 'Wie': 0, 'f': 0.18, '…': 0}",positive,"[0.00069712836, 0.0013456024, 0.9979572]",,,,,,,,,,,,,neutral
0.0,0.0,14.0,-0.7,neutral,"RT @EVPStadtBern: Wähle Matthias Stürmer, Stadtrat EVP Stadt Bern: Weil gelb und blau grün gibt, damit der Umweltschutz gestärkt... https:/…",wählen matthias stürmer stadtrat evp stadt bern gelb blau grün geben umweltschutz stärken https,,,,,,,,,,,,,,,,"{'Wähle': 0, 'Matthias': 0.12, 'Stürmer': 0, 'Stadtrat': 0.13, 'EVP': 0, 'Stadt': 0.13, 'Bern': 0.1, 'Weil': 0.12, 'gelb': 0.12, 'und': 0.14, 'blau': 0.12, 'grün': 0.21, 'gibt': 0.18, 'damit': 0, 'der': 0, 'Umweltschutz': 0.685, 'gestärkt': 1.0, '...': 0, 'https': 0.25, ':/': 0, '…': 0}",neutral,"[0.74561226, 0.07236239, 0.18202537]",,,,,,,,,,,,,negative
100.0,100.0,100.0,1.0,positive,Geniale Truppe! Produktive @CH_Open Vorstandssitzung @researchdigisus mit @kieserli @simonschlauri @nikslor @anderageru @KunoKunz @imito_ag @liip @adfinissygroup @puzzleitc https://t.co/w7ZRgr81dZ,geniale truppe produktive vorstandssitzung,,,,,,,,,,,,,,,,,,,"{'Geniale': 0.43, 'Truppe': 0, 'Produktive': 1.0, 'Vorstandssitzung': 0.845, 'mit': 0.37}",positive,"[0.0032635098, 0.0011699985, 0.9955664]",,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Wie @inside_it berichtet, werde ich die Themen #öffentlicheBeschaffungen und #nachhaltigeBeschaffungen in Weiterbildung und Forschung im @bfh_wirtschaft Institut Public Sector Transformation sowie technisches Knowhow von @researchdigisus mitbringen: https://t.co/9xCVpVwV5C https://t.co/EVkR2C4nbz",berichten themen öffentlichebeschaffungen nachhaltigebeschaffungen weiterbildung forschung institut public sector transformation sowie technisch knowhow mitbringen,,,,,,,,,,,,,,,,,,,,,,"{'Wie': 0.16, 'berichtet': 0.07, 'werde': 0, 'ich': 0.04, 'die': 0.06, 'Themen': 0, 'öffentlicheBeschaffungen': 0.09, 'und': 0.27, 'nachhaltigeBeschaffungen': 0.11499999999999999, 'in': 0.67, 'Weiterbildung': 1.0, 'Forschung': 0.37, 'im': 0, 'Institut': 0.15, 'Public': 0.06, 'Sector': 0.11, 'Transformation': 0.13, 'sowie': 0.16, 'technisches': 0.07, 'Knowhow': 0, 'von': 0.06, 'mitbringen': 0.19}",positive,"[0.24228105, 0.006125789, 0.7515932]",,,,,,,neutral
50.0,75.0,57.0,0.0,negative,RT @researchdigisus: In der neunten Präsentation geht es nun um Daten vom BAV und Störungen im öffentlichen Nahverkehr: https://t.co/DGh69j…,neunten präsentation gehen daten bav störungen öffentlich nahverkehr,,,,,,,,,,,,,,,,,,,,,,,,,"{'In': 0.27, 'der': 0.14, 'neunten': 0.1, 'Präsentation': 0.12, 'geht': 0, 'es': 0.16, 'nun': 0, 'um': 0, 'Daten': 0.32, 'vom': 0.22, 'BAV': 0, 'und': 1.0, 'Störungen': 1.0, 'im': 0, 'öffentlichen': 0.04, 'Nahverkehr': 0.095}",negative,"[0.071563296, 0.9150349, 0.013401845]",,,,neutral
