answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3417,absa_sentiment_3417,absa_scores_3417,absa_token_weights_3419,absa_sentiment_3419,absa_scores_3419,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3448,absa_sentiment_3448,absa_scores_3448,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3474,absa_sentiment_3474,absa_scores_3474,absa_token_weights_3477,absa_sentiment_3477,absa_scores_3477,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,57.0,0.0,neutral,🤖 🇨🇭 ✅ @Siemens_Schweiz ist Partner der Schweizer Digitaltage vom 1.-3. November 2020. Erfahren Sie mehr über unsere Rolle in der Digitalisierung sowie unser Engagement und erweitern Sie Ihren digitalen Horizont mit unseren «Tell»-Sessions: https://t.co/Q7Q7f39jSK,partner schweizer digitaltage november erfahren mehr rolle digitalisierung sowie engagement erweitern digital horizont tell sessions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'🤖': 0, '🇨': 0, '🇭': 0, 'ist': 0, 'Partner': 0, 'der': 0, 'Schweizer': 0, 'Digitaltage': 0, 'vom': 0, '1.-3.': 0, 'November': 0, '2020.': 0, 'Erfahren': 0, 'Sie': 0, 'mehr': 0, 'über': 0, 'unsere': 0, 'Rolle': 0, 'in': 0, 'Digitalisierung': 0, 'sowie': 0, 'unser': 0, 'Engagement': 0, 'und': 0, 'erweitern': 0, 'Ihren': 0, 'digitalen': 0, 'Horizont': 0, 'mit': 0, 'unseren': 0, '«': 0, 'Tell»-Sessions': 0}",neutral,"[0.52564794, 0.019824147, 0.45452794]",,,,,,,,,,,,,,,,neutral
75.0,100.0,86.0,0.5,neutral,Erleben Sie Digitalisierung hautnah im #Tunnel #Digitalization Center Hagerbach Schweiz! Mit den richtigen Simulationstools können Sie sämtliche Szenarien bereits vor der Inbetriebnahme unzählige Male durchspielen. Erfahren Sie mehr 👉 https://t.co/pv4Sdgjlsl,erleben digitalisierung hautnah tunnel digitalization center hagerbach schweiz richtig simulationstools sämtliche szenarien bereits inbetriebnahme unzählige male durchspielen erfahren mehr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Erleben': 1.0, 'Sie': 0, 'Digitalisierung': 0.21, 'hautnah': 0.295, 'im': 0, 'Tunnel': 0.18, 'Digitalization': 0.21, 'Center': 0.19, 'Hagerbach': 0.14, 'Schweiz': 0.09, 'Mit': 0.07, 'den': 0.03, 'richtigen': 0.06, 'Simulationstools': 0, 'können': 0, 'sämtliche': 0.03, 'Szenarien': 0.09, 'bereits': 0, 'vor': 0.04, 'der': 0.03, 'Inbetriebnahme': 0, 'unzählige': 0, 'Male': 0, 'durchspielen': 0.06, 'Erfahren': 1.0, 'mehr': 0.09}",positive,"[0.0030452148, 0.0010905317, 0.9958643]",,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"In der Schweiz werden jährlich 22 Kilogramm Käse pro Person gegessen. Hast du gewusst, dass die Käseproduktion heutzutage eine richtig digitale Angelegenheit ist? Teste dein Wissen rund um die Digitalisierung. Gewinne einen tollen Preis: https://t.co/OwtlxDfjuX #SwissDigitalDays https://t.co/QM3rr1y42e",schweiz jährlich kilogramm käse pro person essen gewusst käseproduktion heutzutage richtig digitale angelegenheit testen wissen rund digitalisierung gewinne toll preis swissdigitaldays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'In': 0.02, 'der': 0, 'Schweiz': 0.02, 'werden': 0, 'jährlich': 0, '22': 0, 'Kilogramm': 0, 'Käse': 0.05, 'pro': 0, 'Person': 0.01, 'gegessen': 0.03, 'Hast': 0, 'du': 0, 'gewusst': 0, 'dass': 0, 'die': 0, 'Käseproduktion': 0.05, 'heutzutage': 0.11, 'eine': 0, 'richtig': 0, 'digitale': 0.69, 'Angelegenheit': 0, 'ist': 0.16, 'Teste': 0.06, 'dein': 0.05, 'Wissen': 0.06, 'rund': 0, 'um': 0.02, 'Digitalisierung': 0, 'Gewinne': 0, 'einen': 0.02, 'tollen': 0.06, 'Preis': 0, 'SwissDigitalDays': 0.09}",positive,"[0.1512049, 0.01646882, 0.8323263]",,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,Alle sprechen über #Digitalisierung. Welchen Beitrag kann sie für die Wettbewerbsfähigkeit unseres Landes leisten? Wie viel weisst du eigentlich über Digitalisierung? Teste dein Wissen bei unserem Quiz. Es gibt tolle Preise zu gewinnen. https://t.co/OwtlxDfjuX #SwissDigitalDays,all sprechen digitalisierung welch beitrag wettbewerbsfähigkeit landes leisten weisst eigentlich digitalisierung testen wissen quiz geben toll preise gewinnen swissdigitaldays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Alle': 0, 'sprechen': 0.02, 'über': 0, 'Digitalisierung': 0, 'Welchen': 0, 'Beitrag': 0.09, 'kann': 0.05, 'sie': 0, 'für': 0, 'die': 0.05, 'Wettbewerbsfähigkeit': 0.16, 'unseres': 0, 'Landes': 0.07, 'leisten': 0, 'Wie': 0, 'viel': 0, 'weisst': 0.03, 'du': 0, 'eigentlich': 0.03, 'Teste': 0.06, 'dein': 0.02, 'Wissen': 0.05, 'bei': 0, 'unserem': 0.03, 'Quiz': 0.05, 'Es': 0.08, 'gibt': 0.02, 'tolle': 0.05, 'Preise': 0, 'zu': 0.02, 'gewinnen': 0.025, 'SwissDigitalDays': 0.2}",positive,"[0.35328075, 0.024079047, 0.62264013]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,Als eines der 🔝🔟Software-Unternehmen der🌍mit 40‘000 Mitarbeitenden in digitalen Jobs übernimmt Siemens eine Vorreiterrolle in der Digitalisierung. Mit @dgt_switzerland positionieren wir unser Land als den führenden Standort für digitale Innovation 🤖⤵️ https://t.co/XxkcTxXzUf,software unternehmen dermit mitarbeitend digital jobs übernehmen siemens vorreiterrolle digitalisierung positionieren land führend standort digitale innovation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Als': 0, 'eines': 0.03, 'der': 0.06, 'Software-Unternehmen': 0.06, 'dermit': 0, '40‘000': 0, 'Mitarbeitenden': 0.02, 'in': 1.0, 'digitalen': 0.05, 'Jobs': 0.04, 'übernimmt': 0, 'Siemens': 0.09, 'eine': 0.03, 'Vorreiterrolle': 0.79, 'Digitalisierung': 0, 'Mit': 0.03, 'positionieren': 0, 'wir': 0, 'unser': 0.04, 'Land': 0, 'als': 0.06, 'den': 0.06, 'führenden': 0.1, 'Standort': 0.06, 'für': 0.05, 'digitale': 0.05, 'Innovation': 0.07, '🤖': 0, '⤵️': 0}",positive,"[0.0017420576, 0.0012499326, 0.997008]",,,,,,,,,,,,,,,,neutral
0.0,0.0,14.0,-0.7,neutral,"Man hat nie ausgelernt: Bei Siemens erhalten alle Mitarbeitenden eine Ausbildung im Bereich der Digitalisierung, um auch in Zukunft an der Spitze zu sein.  🤖 🚀 ✅ ⤵️ https://t.co/XxkcTxXzUf https://t.co/IL6LqxqF6n",nie auslernen siemens erhalten all mitarbeitend ausbildung bereich digitalisierung zukunft spitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Man': 0, 'hat': 0, 'nie': 0, 'ausgelernt': 0, 'Bei': 0.11, 'Siemens': 0.08, 'erhalten': 0.11, 'alle': 0, 'Mitarbeitenden': 0.11, 'eine': 0, 'Ausbildung': 0.08, 'im': 0, 'Bereich': 0, 'der': 0.14, 'Digitalisierung': 0, 'um': 0, 'auch': 0, 'in': 0.15, 'Zukunft': 0.35, 'an': 0, 'Spitze': 0.13, 'zu': 0.06, 'sein': 0, '🤖': 0, '⤵️': 0}",neutral,"[0.5540739, 0.022547914, 0.42337826]",,,,,,,,,,,,,,,,negative
100.0,100.0,100.0,1.0,neutral,Intelligente Gebäudeautomation &amp; Cloud-Analysen können den Energieverbrauch von Gebäuden um bis zu 3️⃣ 0️⃣% senken. So sieht Digitalisierung aus. Gemeinsam mit @dgt_switzerland positionieren wir unser Land als den führenden Standort für digitale Innovation. https://t.co/gM3YvdGl5f https://t.co/E5qoObaLrl,intelligent gebäudeautomation amp cloud analysen energieverbrauch gebäuden senken sehen digitalisierung gemeinsam positionieren land führend standort digitale innovation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Intelligente': 0.05, 'Gebäudeautomation': 0.065, 'amp': 0.03, 'Cloud-Analysen': 0.04, 'können': 0, 'den': 0.05, 'Energieverbrauch': 0.05, 'von': 0, 'Gebäuden': 0.09, 'um': 0, 'bis': 0, 'zu': 0.04, '3️⃣': 0, '0️⃣%': 0, 'senken': 0.07, 'So': 0, 'sieht': 0, 'Digitalisierung': 0, 'aus': 0, 'Gemeinsam': 0.17, 'mit': 0, 'positionieren': 0, 'wir': 0, 'unser': 0.06, 'Land': 0, 'als': 0.05, 'führenden': 0.12, 'Standort': 0.07, 'für': 0.05, 'digitale': 0.07, 'Innovation': 0.08}",positive,"[0.0023595796, 0.0011325825, 0.9965078]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Die Schweiz darf bei der #Digitalisierung keine Zeit verlieren. Darum muss die E-ID rasch eingeführt werden. Dank staatlich geprüfter elektronischer Identität können wir einfach und sicher im Netz von neuen Möglichkeiten profitieren! Fakten unter https://t.co/ClfTOSkJMq
#eID https://t.co/cbI6UOTFZX",schweiz dürfen digitalisierung zeit verlieren darum e id rasch einführen danken staatlich geprüft elektronisch identität einfach sichern netz neu möglichkeiten profitieren fakten eid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.07, 'Schweiz': 0.15, 'darf': 0, 'bei': 0, 'der': 0.07, 'Digitalisierung': 0, 'keine': 0, 'Zeit': 0.15, 'verlieren': 0.18, 'Darum': 0, 'muss': 0.03, 'die': 0.07, 'E-ID': 0, 'rasch': 0, 'eingeführt': 0.04, 'werden': 0, 'Dank': 0.035, 'staatlich': 0.05, 'geprüfter': 0, 'elektronischer': 0.1, 'Identität': 0.14, 'können': 0.02, 'wir': 0, 'einfach': 0, 'und': 0.06, 'sicher': 0, 'im': 0, 'Netz': 0, 'von': 0.04, 'neuen': 0.03, 'Möglichkeiten': 0.03, 'profitieren': 0.04, 'Fakten': 0.05, 'unter': 0, 'eID': 0}",positive,"[0.013499013, 0.0027741862, 0.98372674]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @Siemens_Schweiz: Wo entfaltet sich der Erfindergeist unserer Mitarbeitenden? Am Siemens Campus in Zug! Denn: #Digitalisierung und #Inno…,entfalten erfindergeist mitarbeitend siemens campus zug digitalisierung inno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Wo': 0.07, 'entfaltet': 0, 'sich': 0, 'der': 0.05, 'Erfindergeist': 0, 'unserer': 0.05, 'Mitarbeitenden': 0.05, 'Am': 0, 'Siemens': 0.05, 'Campus': 0.1, 'in': 0.05, 'Zug': 0.09, 'Denn': 0, 'Digitalisierung': 0, 'und': 0.38, 'Inno': 0.2, '…': 0}",positive,"[0.056113094, 0.025565794, 0.91832113]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,#Digitalisierung in der #Hochspannung: #Transformatoren-Monitoring mit #Senseformer von #Siemens @Siemens_Schweiz Kundentag #Energy https://t.co/IeHnNJ1wa2,digitalisierung hochspannung transformatoren monitoring senseformer siemens kundentag energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Digitalisierung': 0, 'in': 0.29, 'der': 0, 'Hochspannung': 0.065, 'Transformatoren-Monitoring': 0, 'mit': 0.06, 'Senseformer': 0.14, 'von': 0.08, 'Siemens': 0.06, 'Kundentag': 0.04, 'Energy': 0.06}",neutral,"[0.9284234, 0.017045578, 0.054531068]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,Die #Digitalisierung vorantreiben... #eID https://t.co/oQmqh0Xdz3,digitalisierung vorantreiben eid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0, 'Digitalisierung': 0, 'vorantreiben': 0, '...': 0, 'eID': 0.16}",neutral,"[0.78093636, 0.00859134, 0.21047235]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @ICTswitzerland: Was tun, damit Digitalisierung nicht zum Desaster wird? Erkenntnisse des @wef : #Internetzugang für jedermann; eine sic…",tun digitalisierung desaster erkenntnisse internetzugang jedermann sic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Was': 0, 'tun': 0, 'damit': 0, 'Digitalisierung': 0, 'nicht': 0.06, 'zum': 0, 'Desaster': 0.12, 'wird': 0, 'Erkenntnisse': 0.75, 'des': 0, 'Internetzugang': 0.15, 'für': 0.27, 'jedermann': 0, 'eine': 0, 'sic': 0.65, '…': 0}",neutral,"[0.4912525, 0.041347235, 0.46740022]",,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"Die #Medienvielfalt ist enorm wichtig für unsere #Demokratie. Die Digitalisierung verändert die Medienwelt. Es braucht einen zeitgemässen Verfassungsartikel, der die Medien ganzheitlich erfasst. @AargauerZeitung @patrik_mueller 
 https://t.co/jrDKS5596D",medienvielfalt enorm wichtig demokratie digitalisierung verändern medienwelt brauchen zeitgemässen verfassungsartikel medien ganzheitlich erfasst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.04, 'Medienvielfalt': 0.11, 'ist': 0.03, 'enorm': 0, 'wichtig': 0.09, 'für': 0.05, 'unsere': 0.07, 'Demokratie': 0.17, 'Digitalisierung': 0, 'verändert': 0, 'die': 0.04, 'Medienwelt': 0.07, 'Es': 0.03, 'braucht': 0, 'einen': 0.03, 'zeitgemässen': 0.04, 'Verfassungsartikel': 0.08499999999999999, 'der': 0.04, 'Medien': 0.06, 'ganzheitlich': 0, 'erfasst': 0}",positive,"[0.0075241514, 0.0038652455, 0.98861057]",,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"RT @Siemens_Schweiz: Job 4.0: Die #Digitalisierung verändert nicht nur unser Leben, sondern auch den Berufsalltag. Welche spannende Jobs un…",job digitalisierung verändern leben berufsalltag welch spannend jobs un,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Job': 0.14, '4.0': 0, 'Die': 0, 'Digitalisierung': 0, 'verändert': 0, 'nicht': 0.18, 'nur': 0.26, 'unser': 0.11, 'Leben': 0.06, 'sondern': 0.08, 'auch': 0.09, 'den': 0, 'Berufsalltag': 0.13, 'Welche': 0, 'spannende': 0.21, 'Jobs': 0.08, 'un': 0, '…': 0}",positive,"[0.0019222202, 0.001468586, 0.9966092]",,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"RT @Siemens_Schweiz: Digitalisierung für Energieversorger: Verbesserte Transparenz von Energieanlagen, Datenanalytik und optimierte energie…",digitalisierung energieversorger verbessern transparenz energieanlagen datenanalytik optimieren energie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Digitalisierung': 0, 'für': 0.25, 'Energieversorger': 0.02, 'Verbesserte': 0.18, 'Transparenz': 0.08, 'von': 0, 'Energieanlagen': 0.025, 'Datenanalytik': 0.02, 'und': 0.05, 'optimierte': 0.06, 'energie': 0.02, '…': 0}",positive,"[0.14252833, 0.016006757, 0.8414649]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @Siemens_Schweiz: #Digitalisierung von #Gebäuden - Was ist heute schon möglich? In Zukunft werden innovative Gebäudemanagementsysteme ih…,digitalisierung gebäuden heute schon möglich zukunft innovative gebäudemanagementsysteme ih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Digitalisierung': 0, 'von': 0, 'Gebäuden': 0.1, 'Was': 0, 'ist': 0.03, 'heute': 0.05, 'schon': 0, 'möglich': 0.08, 'In': 0.03, 'Zukunft': 0.04, 'werden': 0.05, 'innovative': 0.06, 'Gebäudemanagementsysteme': 0.05, 'ih': 0, '…': 0}",positive,"[0.32081684, 0.01607286, 0.6631103]",,,,,,,,,,,,,,,,neutral
25.0,25.0,28.0,-0.25,negative,"Schade - die Schweiz dürfte bei der #Digitalisierung ins Hintertreffen geraten., wenn der Ausbau von #5G verzögert oder gar ganz verhindert wird.   #Mobilkommunikation https://t.co/MMRhEg1hYT",schaden schweiz dürfen digitalisierung hintertreffen geraten ausbau g verzögern gar ganz verhindern mobilkommunikation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Schade': 0, 'die': 0.09, 'Schweiz': 0.09, 'dürfte': 0, 'bei': 0, 'der': 0.09, 'Digitalisierung': 0, 'ins': 0, 'Hintertreffen': 0.09, 'geraten': 0, 'wenn': 0.1, 'Ausbau': 0.11, 'von': 0, '5': 0, 'G': 0, 'verzögert': 0.11, 'oder': 0.07, 'gar': 0, 'ganz': 0, 'verhindert': 0.11, 'wird': 0, 'Mobilkommunikation': 0.925}",negative,"[0.019743515, 0.90688115, 0.0733753]",,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,neutral,#Ständerat stimmt gegen Anpassung der Grenzwerte #5G . Schweiz verpasst bei #Digitalisierung Anschluss.,ständerat stimmen anpassung grenzwerte g schweiz verpasst digitalisierung anschluss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ständerat': 0.04, 'stimmt': 0, 'gegen': 0.06, 'Anpassung': 0.05, 'der': 0.11, 'Grenzwerte': 0.075, '5': 0, 'G': 0, 'Schweiz': 0.2, 'verpasst': 0, 'bei': 0, 'Digitalisierung': 0, 'Anschluss': 0.28}",neutral,"[0.82798666, 0.1280877, 0.04392565]",,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,@mcw_bern @MichelleRenaud1 @rolnam @cwasi @PoliceBern @klimastreik Geh doch bitte auf die los und nicht auf einen BDP Politiker der sich für Energie und Umweltschutz einsetzt. Merci.,geh bitte los bdp politiker energie umweltschutz einsetzen merci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Geh': 0.04, 'doch': 0, 'bitte': 0, 'auf': 0, 'die': 0, 'los': 0, 'und': 0.04, 'nicht': 0.07, 'einen': 0.04, 'BDP': 0.12, 'Politiker': 0.09, 'der': 0, 'sich': 0, 'für': 0.04, 'Energie': 0.07, 'Umweltschutz': 0.095, 'einsetzt': 0, 'Merci': 0}",positive,"[0.03363811, 0.018830307, 0.9475316]",,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"Der bilaterale Weg ist für die #Schweizer #Wirtschaft  enorm wichtig. Weder EU-Beitritt noch Alleingang sind Alternativen. Wann merken die Wirtschaftsverbände, dass diese Partei keine Wirtschaftspartei ist? @economiesuisse @swissmem https://t.co/oB6QtR23AZ via @20min",bilateral schweizer wirtschaft enorm wichtig weder eu beitreten alleingang alternativ wann merken wirtschaftsverbände partei wirtschaftspartei via,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Der': 0.12, 'bilaterale': 0.05, 'Weg': 0.04, 'ist': 0.1, 'für': 0.03, 'die': 0.12, 'Schweizer': 0.02, 'Wirtschaft': 0.08, 'enorm': 0, 'wichtig': 0.04, 'Weder': 0.06, 'EU-Beitritt': 0.06, 'noch': 0, 'Alleingang': 0.04, 'sind': 0.16, 'Alternativen': 0.09, 'Wann': 1.0, 'merken': 0, 'Wirtschaftsverbände': 0.145, 'dass': 0.12, 'diese': 0.08, 'Partei': 0.16, 'keine': 0, 'Wirtschaftspartei': 0.16, 'via': 0.76}",neutral,"[0.6285203, 0.32370874, 0.047770955]",,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,@MathysRoland Welchen Plan B? EU-Beitritt oder Isolation?,welch plan b eu beitreten isolation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Welchen': 1.0, 'Plan': 0.16, 'B': 0.12, 'EU-Beitritt': 0.13, 'oder': 0.41, 'Isolation': 0.21}",neutral,"[0.981767, 0.011993739, 0.006239345]",,,,,,,,,,neutral
100.0,100.0,100.0,0.85,neutral,Gut so. Nur solche deutlichen Zeichen bewirken etwas! :Kurz fordert Abbruch der EU-Beitrittsver­hand­lun­gen mit der #Türkei #Afrin #Krieg https://t.co/YtxLBleMaf,gut deutlich zeichen bewirken kurz fordern abbruch eu beitrittsver hand lun gen türkei afrin krieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Gut': 0, 'so': 0, 'Nur': 0, 'solche': 0.09, 'deutlichen': 0.1, 'Zeichen': 0, 'bewirken': 0, 'etwas': 0, 'Kurz': 0, 'fordert': 1.0, 'Abbruch': 0, 'der': 0.31, 'EU-Beitrittsver\xadhand\xadlun\xadgen': 0, 'mit': 0.15, 'Türkei': 0.12, 'Afrin': 0.12, 'Krieg': 0.23}",neutral,"[0.81234473, 0.15381818, 0.033837095]",,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"Ja es gibt das von @jonasprojer erwähnte Damoklesschwert. Umso wichtiger ist es, sich stets  zu überlegen, welchen Nutzen die Bilateralen haben und was die Alternative wäre (Isolation oder EU Beitritt) #srfarena",ja geben erwähnen damoklesschwert umso wichtig stets überlegen welch nutzen bilateral alternative isolation eu beitreten srfarena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ja': 0.3, 'es': 0.11, 'gibt': 0, 'das': 0, 'von': 0, 'erwähnte': 0.09, 'Damoklesschwert': 0.115, 'Umso': 0.15250000000000002, 'wichtiger': 0.385, 'ist': 0.11, 'sich': 0, 'stets': 0.64, 'zu': 0.38, 'überlegen': 0, 'welchen': 0, 'Nutzen': 0.38, 'die': 0.05, 'Bilateralen': 0.18, 'haben': 0.38, 'und': 0.3, 'was': 0, 'Alternative': 0.23, 'wäre': 0.23, 'Isolation': 0.07, 'oder': 0.05, 'EU': 0, 'Beitritt': 0.08, 'srfarena': 0.15}",neutral,"[0.492772, 0.27121708, 0.23601085]",,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,RT @BDP_Graubuenden: Der Grosse Rat stimmt der #BDP-Forderung für eine Verbesserung der öffentlichen Sicherheit und Ordnung sowie die Erhöh…,grosse rat stimmen bdp forderung verbesserung öffentlich sicherheit ordnung sowie erhöh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Der': 0.19, 'Grosse': 0, 'Rat': 0, 'stimmt': 0, 'der': 0.19, 'BDP-Forderung': 0.21, 'für': 0.79, 'eine': 0, 'Verbesserung': 1.0, 'öffentlichen': 0.39, 'Sicherheit': 0.95, 'und': 0.26, 'Ordnung': 0.43, 'sowie': 0.25, 'die': 0.19, 'Erhöh': 0.37, '…': 0}",positive,"[0.008941613, 0.01759003, 0.9734684]",,,,,,,positive
100.0,100.0,86.0,0.7,negative,RT @Siemens_Schweiz: Die Technik selbstfahrender Autos ist schon ziemlich ausgereift. Laut unseren Strassenverkehrsexperten gibt es aber au…,technik selbstfahrender autos schon ziemlich ausreifen laut strassenverkehrsexperten geben au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.06, 'Technik': 0.08, 'selbstfahrender': 0, 'Autos': 0, 'ist': 0.18, 'schon': 0, 'ziemlich': 0, 'ausgereift': 0.28, 'Laut': 0.27, 'unseren': 0.2, 'Strassenverkehrsexperten': 0.3125, 'gibt': 1.0, 'es': 0.18, 'aber': 0, 'au': 0.11, '…': 0}",neutral,"[0.6041077, 0.054351676, 0.3415406]",,,,positive
100.0,100.0,86.0,0.7,neutral,RT @sbv: Ein möglichst hoher Eigenverbrauch ist auch für die Wirtschaftlichkeit landwirtschaftlicher Photovoltaikanlagen zentral. An der di…,möglichst hoch eigenverbrauch wirtschaftlichkeit landwirtschaftlich photovoltaikanlagen zentral di,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ein': 0, 'möglichst': 0.1, 'hoher': 0, 'Eigenverbrauch': 0, 'ist': 0.14, 'auch': 0.21, 'für': 0, 'die': 0.05, 'Wirtschaftlichkeit': 0, 'landwirtschaftlicher': 1.0, 'Photovoltaikanlagen': 0.24, 'zentral': 0.54, 'An': 0, 'der': 0.05, 'di': 0, '…': 0}",positive,"[0.01622859, 0.002448506, 0.9813229]",positive
