answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3441,absa_sentiment_3441,absa_scores_3441,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3469,absa_sentiment_3469,absa_scores_3469,absa_token_weights_3472,absa_sentiment_3472,absa_scores_3472,absa_token_weights_3473,absa_sentiment_3473,absa_scores_3473,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,57.0,0.0,neutral,"@retoschubnell @ChKamm Nein, aber für solche Statistiken ist der Digitalisierungsmanager des Kantons zuständig 😉",nein statistiken digitalisierungsmanager kantons zuständig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Nein': 0.08, 'aber': 0.1, 'für': 0.1, 'solche': 0.09, 'Statistiken': 0.36, 'ist': 0.09, 'der': 0.18, 'Digitalisierungsmanager': 0.75, 'des': 0, 'Kantons': 0, 'zuständig': 0.18}",neutral,"[0.7019709, 0.025491253, 0.27253795]",,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,0.0,-1.0,negative,@RuediStricker @Oberthurgau Stimmt- da kann ich nicht widersprechen. Aber da die Digitalisierung lässt sich nicht aufhalten...,stimmen widersprechen digitalisierung lässt aufhalten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Stimmt-': 0, 'da': 0, 'kann': 0.17, 'ich': 0.1, 'nicht': 0, 'widersprechen': 0, 'Aber': 0.95, 'die': 0, 'Digitalisierung': 0, 'lässt': 0, 'sich': 0, 'aufhalten': 0, '...': 0}",neutral,"[0.66680115, 0.056319434, 0.27687937]",,,,,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,neutral,Thurgauer Zeitung - E-Paper: Falls Ihr vermehrt Brieftauben am Himmel seht: Das BAG macht gerade den nächsten Schritt bei der #Digitalisierung  https://t.co/bayKCWwQgO,thurgauer zeitung e paper falls vermehren brieftauben himmel sehen bag gerade nächst schritt digitalisierung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Thurgauer': 0, 'Zeitung': 0, 'E-Paper': 0, 'Falls': 0, 'Ihr': 0, 'vermehrt': 0, 'Brieftauben': 0.04, 'am': 0, 'Himmel': 0, 'seht': 0, 'Das': 0.08, 'BAG': 0.14, 'macht': 0, 'gerade': 0, 'den': 0.08, 'nächsten': 0.12, 'Schritt': 0.16, 'bei': 0, 'der': 0.08, 'Digitalisierung': 0}",neutral,"[0.94442666, 0.019385815, 0.036187597]",,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @glpTG: 14 Millionen bis 2024 und drei neue Vollzeitstellen: Kanton Thurgau will Digitalisierung seiner Verwaltung ausbauen – doch es gi…,millionen drei neue vollzeitstellen kanton thurgau digitalisierung verwaltung ausbauen gi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Millionen': 0, 'bis': 0, 'und': 0.05, 'drei': 0.03, 'neue': 0.09, 'Vollzeitstellen': 0.14, 'Kanton': 0.14, 'Thurgau': 0.19, 'will': 0, 'Digitalisierung': 1.0, 'seiner': 0, 'Verwaltung': 0.34, 'ausbauen': 0, '–': 0, 'doch': 0, 'es': 0, 'gi': 0, '…': 0}",positive,"[0.12048397, 0.24463338, 0.6348826]",,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,Thurgauer Zeitung - E-Paper: Danke für die Blumen ⁦@tagblatt_ch⁩ ⁦@silvan_meile⁩ Der #Thurgau hat auch noch einiges aufzuholen bezüglich #Digitalisierung und #Transparenz ⁦@glpTG⁩  https://t.co/8RhKLO3UL7,thurgauer zeitung e paper danke blumen thurgau aufholen bezüglich digitalisierung transparenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Thurgauer': 0.06, 'Zeitung': 0, 'E-Paper': 0, 'Danke': 0, 'für': 0.03, 'die': 0.04, 'Blumen': 0, '\u2066\u2069': 0, 'Der': 0, 'Thurgau': 0, 'hat': 0, 'auch': 0, 'noch': 0, 'einiges': 0, 'aufzuholen': 0, 'bezüglich': 0, 'Digitalisierung': 0, 'und': 0, 'Transparenz': 0}",positive,"[0.014105891, 0.0023099617, 0.9835842]",,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"@retoschubnell @Kanton_Thurgau Ich sage ja nicht, dass es mehr Stellen braucht für mehr Aufgaben. Aber die Digitalisierung muss die lineare Wachstumskurve brechen.",sage ja mehr stellen brauchen mehr aufgaben digitalisierung lineare wachstumskurve brechen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ich': 0.06, 'sage': 0, 'ja': 0, 'nicht': 0.12, 'dass': 0.05, 'es': 0, 'mehr': 0.03, 'Stellen': 0, 'braucht': 0, 'für': 0.03, 'Aufgaben': 0.05, 'Aber': 0.59, 'die': 0.15, 'Digitalisierung': 0, 'muss': 0.66, 'lineare': 0.19, 'Wachstumskurve': 0.11, 'brechen': 0.52}",negative,"[0.002126491, 0.93977505, 0.058098447]",,,,,,,,,,,,,,,,,,,neutral
75.0,75.0,71.0,0.35,neutral,"@Kanton_Thurgau Mehr Stellen am Anfang ist ok, aber die Digitalisierung muss die Verhältniszahl Anzahl Verwaltungsangestellte zu 1000 Einwohner mittelfristig reduzieren (aktuell knapp unter 10). Wichtig, dass es endlich eine Digitalisierungsstrategie gibt im #Thurgau",mehr stellen anfang ok digitalisierung verhältniszahl anzahl verwaltungsangestellte einwohner mittelfristig reduzieren aktuell knapp wichtig endlich digitalisierungsstrategie geben thurgau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Mehr': 0.05, 'Stellen': 0, 'am': 0, 'Anfang': 0.07, 'ist': 0.32, 'ok': 0.06, 'aber': 0.12, 'die': 0.16, 'Digitalisierung': 0, 'muss': 0.18, 'Verhältniszahl': 0, 'Anzahl': 0, 'Verwaltungsangestellte': 0.22, 'zu': 0.18, 'Einwohner': 0, 'mittelfristig': 0.125, 'reduzieren': 0.25, 'aktuell': 0, 'knapp': 0, 'unter': 0.1, 'Wichtig': 0.36, 'dass': 0.27, 'es': 0.32, 'endlich': 0.04, 'eine': 0, 'Digitalisierungsstrategie': 1.0, 'gibt': 0, 'im': 0, 'Thurgau': 0.49}",positive,"[0.12101876, 0.3469907, 0.53199047]",,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,RT @Juerg_Grossen: Als Digitalisierungspartei unterstützen wir @grunliberale das neue #Blockchain-Gesetz aus Überzeugung. Die Schweiz als V…,digitalisierungspartei unterstützen neue blockchain gesetz überzeugung schweiz v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Als': 0, 'Digitalisierungspartei': 1.0, 'unterstützen': 0.48, 'wir': 0, 'das': 0, 'neue': 0.12, 'Blockchain-Gesetz': 0.20500000000000002, 'aus': 0.05, 'Überzeugung': 0.21, 'Die': 0.11, 'Schweiz': 0.1, 'als': 0.07, 'V': 0.09, '…': 0}",neutral,"[0.8217038, 0.02807414, 0.1502221]",,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,negative,"Unglaublich, wenn man in der Tagesschau sieht, wie viel Kurzarbeitsgesuche im #Thurgau eingehen. Auch das Gesuch meiner Firma ist dabei. Wieso aber kann man diese Gesuche nicht online erfassen? Nun müssen Mitarbeiter der Verwaltung alles manuell erfassen? #Digitalisierung?",unglaublich tagesschau sehen kurzarbeitsgesuche thurgau eingehen gesuch firma dabei wieso gesuche online erfassen müssen mitarbeiter verwaltung manuell erfassen digitalisierung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Unglaublich': 0.1, 'wenn': 0, 'man': 0, 'in': 0.02, 'der': 0.03, 'Tagesschau': 0, 'sieht': 0, 'wie': 0.04, 'viel': 0, 'Kurzarbeitsgesuche': 0.035, 'im': 0, 'Thurgau': 0.07, 'eingehen': 0.17, 'Auch': 0.02, 'das': 0, 'Gesuch': 0, 'meiner': 0, 'Firma': 0.05, 'ist': 0.02, 'dabei': 0.03, 'Wieso': 0.04, 'aber': 0.03, 'kann': 0, 'diese': 0, 'Gesuche': 0.04, 'nicht': 0.04, 'online': 0.06, 'erfassen': 0, 'Nun': 0, 'müssen': 0.065, 'Mitarbeiter': 0.06, 'Verwaltung': 0.06, 'alles': 0.11, 'manuell': 0.29, 'Digitalisierung': 0.94}",neutral,"[0.9236486, 0.0667885, 0.009562931]",,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Die Digitalisierung ermöglicht neue Dimensionen im Umgang mit Energie, v.a. bei Energieeffizienz und dezentraler Energieproduktion. Fast jedes Gebäude oder Quartier eignet sich und soll mit möglichst viel selbst erzeugter Energie versorgt werden. #EsistZeit @grunliberale @glpTG https://t.co/sEbqNIRp1r",digitalisierung ermöglichen neue dimensionen umgang energie v a energieeffizienz dezentraler energieproduktion fast jed gebäude quartier eignen möglichst erzeugt energie versorgen esistzeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.07, 'Digitalisierung': 0, 'ermöglicht': 0.44, 'neue': 0.15, 'Dimensionen': 0.19, 'im': 0, 'Umgang': 0, 'mit': 0.02, 'Energie': 0.06, 'v.a.': 0, 'bei': 0, 'Energieeffizienz': 0.065, 'und': 0.05, 'dezentraler': 0.12, 'Energieproduktion': 0.07, 'Fast': 0, 'jedes': 0, 'Gebäude': 0.05, 'oder': 0.03, 'Quartier': 0, 'eignet': 0.03, 'sich': 0, 'soll': 0, 'möglichst': 0.02, 'viel': 0, 'selbst': 0.02, 'erzeugter': 0.04, 'versorgt': 0, 'werden': 0, 'EsistZeit': 0}",positive,"[0.0024914343, 0.0022236567, 0.995285]",,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,positive,"@AnStricker Die Schaffung von Arbeitsplätzen ist grundsätzlich positiv. Und die 9.8 sind auch stabil, das schreibe ich ja in meinem Tweet. Aber aus meiner Sicht muss die Anz. Stellen nicht gleich wachsen wie die Bevölkerung. Die Digitalisierung sollte dies etwas bremsen. Nur das sage ich.",schaffung arbeitsplätzen grundsätzlich positiv stabil schreiben ja tweet sicht anz stellen gleichen wachsen bevölkerung digitalisierung sollen bremsen sage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.01, 'Schaffung': 0.02, 'von': 0.02, 'Arbeitsplätzen': 0.01, 'ist': 0.02, 'grundsätzlich': 0, 'positiv': 0.04, 'Und': 0.01, 'die': 0.01, '9.8': 0, 'sind': 0.02, 'auch': 0.02, 'stabil': 0.01, 'das': 0.06, 'schreibe': 0.02, 'ich': 0.04, 'ja': 0.01, 'in': 0.01, 'meinem': 0.02, 'Tweet': 0.04, 'Aber': 0.05, 'aus': 0, 'meiner': 0, 'Sicht': 0.03, 'muss': 0, 'Anz': 0.02, 'Stellen': 0, 'nicht': 0.02, 'gleich': 0.01, 'wachsen': 0.02, 'wie': 0, 'Bevölkerung': 0.02, 'Digitalisierung': 0, 'sollte': 1.0, 'dies': 0, 'etwas': 0, 'bremsen': 0, 'Nur': 0, 'sage': 0}",negative,"[0.047431007, 0.8656053, 0.08696367]",,,,,,,,,,,,,,,,,,,positive
75.0,100.0,86.0,0.5666666666666667,positive,"https://t.co/FiSjQAuW9k Ein sicher erfreuliches Budget. Was mich aber stört, ist das ungebremste Stellenwachstum. Wir bauen die Verwaltung parallel mit dem Bevölkerungswachstum immer mehr aus! Ich meine, die #Digitalisierung müsste dieses Wachstum bremsen! #Thurgau",sichern erfreulich budget stören ungebremste stellenwachstum bauen verwaltung parallel bevölkerungswachstum immer mehr digitalisierung müsste wachstum bremsen thurgau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ein': 0.05, 'sicher': 0, 'erfreuliches': 0, 'Budget': 0.06, 'Was': 0, 'mich': 0.02, 'aber': 0.03, 'stört': 0, 'ist': 0.03, 'das': 0, 'ungebremste': 0, 'Stellenwachstum': 0.44, 'Wir': 0.03, 'bauen': 0, 'die': 0.06, 'Verwaltung': 0.08, 'parallel': 0.12, 'mit': 0.05, 'dem': 0.06, 'Bevölkerungswachstum': 0.45499999999999996, 'immer': 0, 'mehr': 0, 'aus': 0, 'Ich': 0.06, 'meine': 0, 'Digitalisierung': 0, 'müsste': 0, 'dieses': 0.45, 'Wachstum': 0.83, 'bremsen': 0, 'Thurgau': 0.15}",negative,"[0.020085707, 0.9380705, 0.041843772]",,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"Regelmässig werden Gesetze beschlossen, die nicht der Volkswirtschaft als Ganzes, sondern den Interessen einzelner Branchen dienen. Digitalisierung und Wettbewerb müssen von der Politik endlich als Chance anerkannt werden. #EsistZeit @grunliberale @glpTG #FrischerFischfürBern https://t.co/M2n8r4lWBO",regelmässig gesetze beschließen volkswirtschaft ganz interessen einzeln branchen dienen digitalisierung wettbewerb müssen politik endlich chance anerkennen esistzeit frischerfischfürbern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Regelmässig': 0.03, 'werden': 0, 'Gesetze': 0.08, 'beschlossen': 0, 'die': 0.05, 'nicht': 0.03, 'der': 0.05, 'Volkswirtschaft': 0.07, 'als': 0.06, 'Ganzes': 0.04, 'sondern': 0.04, 'den': 0.05, 'Interessen': 0.08, 'einzelner': 0, 'Branchen': 0, 'dienen': 0.04, 'Digitalisierung': 0, 'und': 0.33, 'Wettbewerb': 0, 'müssen': 0, 'von': 0, 'Politik': 0, 'endlich': 0, 'Chance': 0, 'anerkannt': 0, 'EsistZeit': 0, 'FrischerFischfürBern': 0.065}",positive,"[0.15501009, 0.22551475, 0.6194752]",,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,Graubünden will 40 Millionen in einen Digitalisierungsschub investieren! Spannend! Im #Thurgau geht es ja zum Glück jetzt auch vorwärts mit der Digitalisierungsstrategie @retoschubnell und etwas Geld für solche Projekte ist definitiv auch vorhanden. https://t.co/1GFjP8s0Mf,graubünden millionen digitalisierungsschub investieren spannen thurgau gehen ja glück vorwärts digitalisierungsstrategie geld projekte definitiv vorhanden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Graubünden': 0, 'will': 0, 'Millionen': 0, 'in': 0.02, 'einen': 0.25, 'Digitalisierungsschub': 0.19, 'investieren': 0.25, 'Spannend': 0.28, 'Im': 0, 'Thurgau': 0.12, 'geht': 0, 'es': 0.02, 'ja': 0.04, 'zum': 0.07, 'Glück': 0, 'jetzt': 0.02, 'auch': 0.02, 'vorwärts': 0.03, 'mit': 0, 'der': 0.04, 'Digitalisierungsstrategie': 0.14500000000000002, 'und': 0.04, 'etwas': 0, 'Geld': 0.05, 'für': 0.02, 'solche': 0.03, 'Projekte': 0.11, 'ist': 0.02, 'definitiv': 0, 'vorhanden': 0}",positive,"[0.01938084, 0.009223489, 0.9713957]",,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,Weder Konzept noch Abstimmung https://t.co/zNgi0wjpUI Die Digitalisierung beim Kanton #Thurgau muss längerfristig das Personalwachstum bremsen! Effizientere Prozesse und Automatisierung sind da die Kernelemente! Deshalb braucht es jetzt dringend eine Digitalisierungsstrategie!,weder konzept abstimmung digitalisierung beim kanton thurgau längerfristig personalwachstum bremsen effizient prozesse automatisierung kernelemente deshalb brauchen dringen digitalisierungsstrategie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Weder': 0.36, 'Konzept': 0.37, 'noch': 0, 'Abstimmung': 0, 'Die': 0.08, 'Digitalisierung': 0, 'beim': 0.08, 'Kanton': 0.11, 'Thurgau': 0.23, 'muss': 0, 'längerfristig': 0.07, 'das': 0.03, 'Personalwachstum': 0.13, 'bremsen': 0, 'Effizientere': 0.08, 'Prozesse': 0.16, 'und': 0.11, 'Automatisierung': 0.13, 'sind': 0.07, 'da': 0, 'die': 0.08, 'Kernelemente': 0.07, 'Deshalb': 0, 'braucht': 0, 'es': 0.03, 'jetzt': 0.03, 'dringend': 0.07, 'eine': 0, 'Digitalisierungsstrategie': 0.21000000000000002}",positive,"[0.04150703, 0.09195221, 0.86654073]",,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,negative,"Kein Effizienzgewinnn in der Verwaltung durch Digitalisierung - so sieht es die Regierung im #Thurgau 
Dabei gibt es noch nicht einmal eine Digitalisierungsstrategie und die Fragen auf meinen Vorstoss werden mit viel blabla nicht beantwortet! Und das Personal wächst weiter...",effizienzgewinnn verwaltung digitalisierung sehen regierung thurgau dabei geben digitalisierungsstrategie fragen vorstoss blabla beantworten personal wachsen weit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Kein': 0.37, 'Effizienzgewinnn': 0.485, 'in': 0.04, 'der': 0.03, 'Verwaltung': 0.34, 'durch': 1.0, 'Digitalisierung': 0, 'so': 0, 'sieht': 0.05, 'es': 0.03, 'die': 0.03, 'Regierung': 0.08, 'im': 0, 'Thurgau': 0.05, 'Dabei': 0, 'gibt': 0.02, 'noch': 0, 'nicht': 0.04, 'einmal': 0, 'eine': 0, 'Digitalisierungsstrategie': 0.065, 'und': 0.03, 'Fragen': 0.05, 'auf': 0, 'meinen': 0, 'Vorstoss': 0, 'werden': 0, 'mit': 0.02, 'viel': 0.01, 'blabla': 0, 'beantwortet': 0.02, 'Und': 0.03, 'das': 0, 'Personal': 0, 'wächst': 0, 'weiter': 0, '...': 0}",positive,"[0.33190948, 0.16658251, 0.501508]",,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,«Digitalisierung müsste Personalwachstum bremsen» @tagblatt_ch https://t.co/POClqWV22m Effizientere Prozesse durch Digitalisierung müssten auch in der kantonalen Verwaltung das Stellenwachstum bremsen! Fragen an die Regierung im #Thurgau,digitalisierung müsste personalwachstum bremsen effizient prozesse digitalisierung müssten kantonalen verwaltung stellenwachstum bremsen fragen regierung thurgau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'«': 0, 'Digitalisierung': 0, 'müsste': 0, 'Personalwachstum': 0, 'bremsen': 0, '»': 0, 'Effizientere': 0, 'Prozesse': 0, 'durch': 0, 'müssten': 0, 'auch': 0, 'in': 0, 'der': 0, 'kantonalen': 0, 'Verwaltung': 0, 'das': 0, 'Stellenwachstum': 0, 'Fragen': 0, 'an': 0, 'die': 0, 'Regierung': 0, 'im': 0, 'Thurgau': 0}",negative,"[0.15576582, 0.5954462, 0.24878791]",,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,0.9,neutral,@retoschubnell @tagblatt_ch Na also - Ideen gibts! Digitalisierung hilft auch für die Zukunft effizienter zu arbeiten und damit Kosten zu sparen! Also gut investiert.,na ideen gibts digitalisierung helfen zukunft effizient arbeiten kosten sparen gut investieren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Na': 0, 'also': 0.15, 'Ideen': 0.16, 'gibts': 0.04, 'Digitalisierung': 0, 'hilft': 0.2, 'auch': 0.15, 'für': 0, 'die': 0.04, 'Zukunft': 0.05, 'effizienter': 0.04, 'zu': 0.03, 'arbeiten': 0.16, 'und': 0.04, 'damit': 0.03, 'Kosten': 0.06, 'sparen': 0.04, 'Also': 0.15, 'gut': 0, 'investiert': 0.06}",positive,"[0.0014804598, 0.00120983, 0.9973097]",,,,,,,,,,,,,,,,,,,positive
75.0,75.0,71.0,0.3333333333333333,neutral,"Die Reaktionen der Thurgauer Fraktionen zum positiven Kantons-Budget: Steuern senken, TKB-Erlös investieren, Umwelt schützen: https://t.co/xZwVD3T6zI Keine Verlängerung des TKB-Moratoriums und Einsparungen dank Digitalisierung #Thurgau",reaktionen thurgauer fraktionen positiv kantons budget steuern senken tkb erlös investieren umwelt schützen verlängerung tkb moratoriums einsparungen danken digitalisierung thurgau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.11, 'Reaktionen': 0.05, 'der': 0.11, 'Thurgauer': 0.32, 'Fraktionen': 0, 'zum': 0.22, 'positiven': 0.04, 'Kantons-Budget': 0.07500000000000001, 'Steuern': 0, 'senken': 0, 'TKB-Erlös': 0.09, 'investieren': 0.05, 'Umwelt': 0.08, 'schützen': 0, 'Keine': 0, 'Verlängerung': 0, 'des': 0, 'TKB-Moratoriums': 0, 'und': 0.08, 'Einsparungen': 0.16, 'dank': 0.28500000000000003, 'Digitalisierung': 0, 'Thurgau': 0.32}",positive,"[0.09881087, 0.032905266, 0.8682839]",,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @grunliberale: Ja zum #Freihandelsabkommen mit #Indonesien!🌱🌏
«Wenn wir eine nachhaltige Entwicklung beim #Umweltschutz erreichen wollen…",ja freihandelsabkommen indonesien nachhaltig entwicklung beim umweltschutz erreichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ja': 0, 'zum': 0.06, 'Freihandelsabkommen': 0, 'mit': 0.06, 'Indonesien': 0.09, '«': 0, 'Wenn': 0, 'wir': 0, 'eine': 0, 'nachhaltige': 0, 'Entwicklung': 0, 'beim': 0, 'Umweltschutz': 0, 'erreichen': 0, 'wollen': 0, '…': 0}",positive,"[0.0046804785, 0.0033914393, 0.9919281]",,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,RT @RueeggThurgau: @uelifisch verkörpert in idealer Weise die #grünliberalen Kernanliegen. #Wirtschaft und #Umweltschutz verbinden. #Transp…,verkörpern ideal weisen grünliberalen kernanliegen wirtschaft umweltschutz verbinden transp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'verkörpert': 0, 'in': 0.05, 'idealer': 0.29, 'Weise': 0, 'die': 0.16, 'grünliberalen': 0.09, 'Kernanliegen': 0, 'Wirtschaft': 0.35, 'und': 0.39, 'Umweltschutz': 0.315, 'verbinden': 0, 'Transp': 0.19, '…': 0}",positive,"[0.0044480716, 0.0016865965, 0.9938653]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,Die FDP soll sich mehr für den Klima- und Umweltschutz engagieren: https://t.co/vt1DzK2oqh Und wem es bei der FDP zu langsam geht - welcome to #glp ⁦@grunliberale⁩ Wir sind das Original: grün + liberal = grünliberal,fdp mehr klima umweltschutz engagieren wer fdp langsam gehen welcome to glp original grün liberal grünliberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.02, 'FDP': 0.02, 'soll': 0, 'sich': 0, 'mehr': 0.3, 'für': 0, 'den': 0.02, 'Klima-': 0.51, 'und': 0.18, 'Umweltschutz': 0.74, 'engagieren': 0, 'Und': 0.18, 'wem': 0, 'es': 0, 'bei': 0.03, 'der': 0.02, 'zu': 0.01, 'langsam': 0, 'geht': 0, 'welcome': 0.03, 'to': 0.01, 'glp': 0.03, '\u2066\u2069': 0, 'Wir': 0, 'sind': 0, 'das': 0, 'Original': 0, 'grün': 0, 'liberal': 0, 'grünliberal': 0}",positive,"[0.03992657, 0.018801283, 0.94127214]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,negative,Unglaublich! #SVP Extrablatt hat 1 Mio. gekostet und ist lediglich fürs Altpapier gedacht. So sieht interpretiert Toni #Brunner Umweltschutz,unglaublich svp extrablatt mio kosten lediglich fürs altpapier gedenken sehen interpretieren toni brunner umweltschutz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Unglaublich': 0.2, 'SVP': 0, 'Extrablatt': 0.2, 'hat': 0, 'Mio.': 0, 'gekostet': 0.12, 'und': 0.06, 'ist': 0.11, 'lediglich': 0.05, 'fürs': 0.08, 'Altpapier': 0.2, 'gedacht': 0, 'So': 0, 'sieht': 0, 'interpretiert': 0, 'Toni': 0.13, 'Brunner': 0.47, 'Umweltschutz': 1.0}",positive,"[0.088929616, 0.067993306, 0.8430771]",,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,0.9,neutral,"Komitee Ueli Fisch //www.uelifisch.ch/komitee-ueli-fisch/ „Bereit für Bern!“ Ich würde mich freuen, wenn Ihr meinem Komitee beitritt und mich im Wahlkampf unterstützt. Herzlichen Dank!",komitee ueli fisch bereiten bern freuen komitee beitreten wahlkampf unterstützen herzlich danken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Komitee': 0, 'Ueli': 0.14, 'Fisch': 0, '„': 0, 'Bereit': 0, 'für': 0, 'Bern': 0, '“': 0, 'Ich': 0, 'würde': 0, 'mich': 0, 'freuen': 0, 'wenn': 0, 'Ihr': 0, 'meinem': 0, 'beitritt': 0, 'und': 0, 'im': 0, 'Wahlkampf': 0, 'unterstützt': 0, 'Herzlichen': 0, 'Dank': 0}",positive,"[0.013487583, 0.014389411, 0.972123]",,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,Ich kandidiere für die #glp #Thurgau für den NR. Freue mich über jeden Beitritt zum Komitee “Ueli Fisch NR” http://t.co/Fw2SWucmH9,kandidieren glp thurgau nr freuen jed beitreten komitee ueli fisch nr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ich': 0.32, 'kandidiere': 0.04, 'für': 0.04, 'die': 0.12, 'glp': 0.08, 'Thurgau': 0.1, 'den': 0.12, 'NR': 0, 'Freue': 0.11, 'mich': 0, 'über': 0, 'jeden': 0, 'Beitritt': 0, 'zum': 0.46, 'Komitee': 0.14, '“': 0, 'Ueli': 0, 'Fisch': 0, '”': 0}",positive,"[0.0774001, 0.011905029, 0.91069484]",,,,,,,,,,,,,positive
