answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3417,absa_sentiment_3417,absa_scores_3417,absa_token_weights_3421,absa_sentiment_3421,absa_scores_3421,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3433,absa_sentiment_3433,absa_scores_3433,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3441,absa_sentiment_3441,absa_scores_3441,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3451,absa_sentiment_3451,absa_scores_3451,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3472,absa_sentiment_3472,absa_scores_3472,absa_token_weights_3475,absa_sentiment_3475,absa_scores_3475,absa_token_weights_3477,absa_sentiment_3477,absa_scores_3477,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,57.0,0.0,neutral,RT @gruenebern: #ChristopheGagnebin will dich für Bildung als Rüstzeug für die Digitalisierung und gegen den #Klimawandel und für #Biodiver…,christophegagnebin bildung rüstzeug digitalisierung klimawandel biodiver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'ChristopheGagnebin': 0.07, 'will': 0, 'dich': 0.06, 'für': 0.07, 'Bildung': 0.11, 'als': 0.17, 'Rüstzeug': 0, 'die': 0, 'Digitalisierung': 0, 'und': 0.23, 'gegen': 1.0, 'den': 0, 'Klimawandel': 0.05, 'Biodiver': 0.07, '…': 0}",positive,"[0.03807761, 0.015375175, 0.9465472]",,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,RT @GrueneCH: Workshop 2 - Angeregte Diskussionen über die Digitalisierung an der #GrüneDebatte17 in Aarau. https://t.co/LMTJkHpQNN,workshop angeregt diskussionen digitalisierung grünedebatte17 aarau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Workshop': 0.25, '2': 0, 'Angeregte': 0, 'Diskussionen': 1.0, 'über': 0, 'die': 0.09, 'Digitalisierung': 0, 'an': 0, 'der': 0.09, 'GrüneDebatte17': 0, 'in': 0.09, 'Aarau': 0.12}",positive,"[0.06870733, 0.00294257, 0.92835015]",,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @GrueneCH: #1August in Einigen: @RegulaRytz über Heimat, Polo Hofer, die Rentenreform, Umweltschutz und globale Solidarität. https://t.c…",1august heimat polo hofer rentenreform umweltschutz global solidarität,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'1August': 0, 'in': 0.04, 'Einigen': 0.05, 'über': 0, 'Heimat': 0, 'Polo': 0.09, 'Hofer': 0.07, 'die': 0, 'Rentenreform': 0.395, 'Umweltschutz': 0.77, 'und': 0.62, 'globale': 0, 'Solidarität': 0.39}",positive,"[0.0029136997, 0.0014293382, 0.99565697]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @defactoexpert: Gegen #atomstrom und für #umweltschutz: Gründe für das Ja zurm #energiegesetz: https://t.co/auCtyivBDf #ES2050 #VOTO @l_…,atomstrom umweltschutz gründe ja zurm energiegesetz es2050 voto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Gegen': 1.0, 'atomstrom': 0, 'und': 0.6, 'für': 0.13, 'umweltschutz': 0.56, 'Gründe': 0.26, 'das': 0, 'Ja': 0.6, 'zurm': 0, 'energiegesetz': 0.065, 'ES2050': 0.06, 'VOTO': 0, '…': 0}",positive,"[0.16481699, 0.27819827, 0.5569847]",,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"RT @fteuscher: Tolle Rede von Cecile Bühlmann, Greenpeace: Menschenrechte und Umweltschutz gelten auch im Ausland - sonnenklar! #kovini #te…",toll rede cecile bühlmann greenpeace menschenrechte umweltschutz gelten ausland sonnenklar kovini te,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Tolle': 0.05, 'Rede': 0, 'von': 0, 'Cecile': 0.05, 'Bühlmann': 0.06, 'Greenpeace': 0.09, 'Menschenrechte': 0.375, 'und': 1.0, 'Umweltschutz': 0.72, 'gelten': 0, 'auch': 0.61, 'im': 0, 'Ausland': 0.1, 'sonnenklar': 0, 'kovini': 0.04, 'te': 0, '…': 0}",positive,"[0.0058034724, 0.001987819, 0.9922087]",,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"RT @GrueneZuerich: Der @Blickch erklärt, warum die Themen Umweltschutz &amp; Ressourceneffizienz wichtig bleiben. #GrueneWirtschaft #Abst16
htt…",erklären warum themen umweltschutz amp ressourceneffizienz wichtig bleiben gruenewirtschaft abst16 htt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Der': 0.14, 'erklärt': 0, 'warum': 0.23, 'die': 0.14, 'Themen': 0, 'Umweltschutz': 0.665, 'amp': 0.42, 'Ressourceneffizienz': 0.09, 'wichtig': 0.09, 'bleiben': 0, 'GrueneWirtschaft': 0.11, 'Abst16': 0.05, 'htt': 0.03, '…': 0}",positive,"[0.0052807205, 0.010080475, 0.98463887]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @FrickerJonas: Umweltschutz ist nicht freiheitsfeindlich  https://t.co/AflFXCJXes #GrueneWirtschaft @greeneconomy_ch,umweltschutz freiheitsfeindlich gruenewirtschaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Umweltschutz': 0.615, 'ist': 1.0, 'nicht': 0.59, 'freiheitsfeindlich': 0.2, 'GrueneWirtschaft': 0.16}",positive,"[0.005081686, 0.0016712082, 0.99324703]",,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,RT @greenpeace_de: #Glyphosat: Umweltschutz ist der Mehrheit wichtiger billige Lebensmittel https://t.co/zfvR9EfWBn https://t.co/ZsKYdujnMO,glyphosat umweltschutz mehrheit wichtig billig lebensmittel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Glyphosat': 0.89, 'Umweltschutz': 0.65, 'ist': 0.4, 'der': 0.11, 'Mehrheit': 0.18, 'wichtiger': 0.2, 'billige': 0.17, 'Lebensmittel': 0.08}",positive,"[0.101143554, 0.01532253, 0.88353395]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @gruenebern: 'Vom Musterknaben zum Sorgenkind' beim #Umweltschutz, heute in @BernerZeitung. Da wirkt #GrüneWirtschaft @GrueneCH https://…",musterknaben sorgenkind beim umweltschutz heute wirken grünewirtschaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Vom': 0.11, 'Musterknaben': 0.1, 'zum': 0.04, 'Sorgenkind': 0.075, 'beim': 0.04, 'Umweltschutz': 0, 'heute': 0.11, 'in': 0.08, 'Da': 0, 'wirkt': 0.44, 'GrüneWirtschaft': 0}",neutral,"[0.48458365, 0.14093737, 0.374479]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Ja, @fragroba in die Gemeindebehörden vom #Muri BE! Sozusagen grüne Entwicklungshilfe aus der Stadt Bern und dem @VCSBern für das Steuerparadies ;-) @gruenebern @GFLZollikofen @GFLBern @GFLBuchsi @GruenesBuendnis https://t.co/qjBAeUy7FT",ja gemeindebehörden muri be sozusagen grüne entwicklungshilfe stadt bern steuerparadies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ja': 0.22, 'in': 0.06, 'die': 0.08, 'Gemeindebehörden': 0.18, 'vom': 0.415, 'Muri': 0.06, 'BE': 0.06, 'Sozusagen': 0.18, 'grüne': 0.46, 'Entwicklungshilfe': 1.0, 'aus': 0, 'der': 0.08, 'Stadt': 0.14, 'Bern': 0.21, 'und': 0.22, 'dem': 0.11000000000000001, 'für': 0.16, 'das': 0.2, 'Steuerparadies': 0.175}",positive,"[0.0013949561, 0.0016230466, 0.99698204]",,,,,,,,,,,,,neutral
0.0,0.0,14.0,-0.7,neutral,"Genau. Nicht ausgeschlossen, aber im Gegensatz zu den drei prioritären Forschungs- und Bildungsvorhaben nicht explizit genannt. Für die Straßenbauten sind schon in einem andern ""Kässeli"" 282 Mio. CHF vorgespart. Dagegen hatten die Fondsgegner nichts. Unverständlich. https://t.co/QYWDF0oSRQ",genau ausschließen gegensatz drei prioritären forschungs bildungsvorhaben explizit nennen straßenbauten schon kässeli mio chf vorgespart dagegen fondsgegner unverständlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Genau': 0.095, 'Nicht': 0.09, 'ausgeschlossen': 0, 'aber': 0.11, 'im': 0, 'Gegensatz': 0.39, 'zu': 0.25, 'den': 0.04, 'drei': 1.0, 'prioritären': 1.0, 'Forschungs-': 0.77, 'und': 0.31, 'Bildungsvorhaben': 0, 'nicht': 0.09, 'explizit': 0, 'genannt': 0, 'Für': 0.05, 'die': 0.04, 'Straßenbauten': 0.08, 'sind': 0, 'schon': 0, 'in': 0.04, 'einem': 0, 'andern': 0.25, 'Kässeli': 0, '282': 0, 'Mio.': 0, 'CHF': 0.06, 'vorgespart': 0.08, 'Dagegen': 0.04, 'hatten': 0.04, 'Fondsgegner': 0.07, 'nichts': 0.03, 'Unverständlich': 0.19}",positive,"[0.21304198, 0.0863698, 0.7005882]",,,,,,,,,,negative
0.0,0.0,0.0,-1.0,neutral,"Mit 85 gegen 66 Stimmen ist der Forschungs- und Bildungsfonds abgelehnt worden. @gruenebern , @spkantonbern und BDP haben sich tapfer und geschlossen dafür eingesetzt. Jetzt stehen alle anderen in der Pflicht, die F&amp;B-Investitionen zu ermöglichen! https://t.co/28J7rrGVZb",stimmen forschungs bildungsfonds ablehnen bdp tapfer schließen dafür einsetzen stehen all pflicht f amp b investitionen ermöglichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Mit': 0, '85': 0, 'gegen': 0, '66': 0, 'Stimmen': 0, 'ist': 0.04, 'der': 0.04, 'Forschungs-': 0.53, 'und': 0.06, 'Bildungsfonds': 0.78, 'abgelehnt': 0, 'worden': 0, 'BDP': 0.16, 'haben': 0.135, 'sich': 0, 'tapfer': 0, 'geschlossen': 0, 'dafür': 0, 'eingesetzt': 0, 'Jetzt': 0.1, 'stehen': 0, 'alle': 0.06, 'anderen': 0, 'in': 0, 'Pflicht': 0, 'die': 0.04, 'F&amp;B-Investitionen': 0.15, 'zu': 0.05, 'ermöglichen': 0}",negative,"[0.11599316, 0.84098446, 0.043022443]",,,,,,,,,,negative
0.0,0.0,0.0,-1.0,negative,"RT @GrueneCH: Wir GRÜNEN wehren uns gegen einen Kahlschlag bei Bildung, Forschung und Entwicklungszusammenarbeit für überflüssige und teure…",grün wehren kahlschlag bildung forschung entwicklungszusammenarbeit überflüssig teuer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Wir': 0.18, 'GRÜNEN': 0, 'wehren': 0, 'uns': 0, 'gegen': 1.0, 'einen': 0, 'Kahlschlag': 0.36, 'bei': 0, 'Bildung': 0.41, 'Forschung': 0.21, 'und': 0.08, 'Entwicklungszusammenarbeit': 0.2, 'für': 0.43, 'überflüssige': 0, 'teure': 0.38, '…': 0}",positive,"[0.10346223, 0.41907084, 0.47746694]",,,,,,,,,,negative
50.0,75.0,57.0,0.0,negative,RT @anhewe: Strassenverkehr verursacht laut Bundesamt 6 Milliarden an ungedeckten Kosten - wo grast denn da die #Milchkuh ?  https://t.co/o…,strassenverkehr verursachen laut bundesamt milliarden ungedeckt kosten grasen milchkuh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Strassenverkehr': 0.69, 'verursacht': 0, 'laut': 0.115, 'Bundesamt': 0.08499999999999999, '6': 0, 'Milliarden': 0, 'an': 0, 'ungedeckten': 0.47, 'Kosten': 0.38, 'wo': 0.11, 'grast': 0, 'denn': 0, 'da': 0, 'die': 0.08, 'Milchkuh': 0.03}",negative,"[0.0056522596, 0.98213917, 0.012208584]",,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"RT @gruenebern: Landschaft schützen, Öffentlichen Verkehr stärken. DV Grüne Kanton Bern unterstützen einstimmig das #Tram Bern-Ostermundige…",landschaft schützen öffentlich verkehr stärken dv grüne kanton bern unterstützen einstimmig tram bern ostermundige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Landschaft': 0.2, 'schützen': 0, 'Öffentlichen': 0.21, 'Verkehr': 0, 'stärken': 0, 'DV': 0.48, 'Grüne': 0.23, 'Kanton': 0.24, 'Bern': 0.2, 'unterstützen': 1.0, 'einstimmig': 0.96, 'das': 0, 'Tram': 0.57, 'Bern-Ostermundige': 0, '…': 0}",positive,"[0.2964377, 0.27119723, 0.4323651]",,,,positive
0.0,0.0,0.0,-1.0,negative,RT @verkehrsclub: Die Marktöffnung für #Fernbusse ist schlecht für die #Umwelt und schadet dem öffentlichen Verkehr. https://t.co/vYeqovn0M…,marktöffnung fernbusse schlecht umwelt schaden öffentlich verkehr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.1, 'Marktöffnung': 0.095, 'für': 0.22, 'Fernbusse': 0.1, 'ist': 0.17, 'schlecht': 0.24, 'die': 0.1, 'Umwelt': 0.32, 'und': 0.42, 'schadet': 1.0, 'dem': 0.1, 'öffentlichen': 0.25, 'Verkehr': 0}",negative,"[0.0093694795, 0.9559918, 0.034638785]",,,,negative
100.0,100.0,86.0,0.7,neutral,RT @srfbern: Rüderswil im Emmental sorgt selber für seinen öffentlichen Verkehr - mit einem Bürgerbus. https://t.co/SdUKGPY6Mt https://t.co…,rüderswil emmental sorgen selber öffentlich verkehr bürgerbus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Rüderswil': 0, 'im': 0, 'Emmental': 0.14, 'sorgt': 0, 'selber': 0, 'für': 0, 'seinen': 0, 'öffentlichen': 0.05, 'Verkehr': 0, 'mit': 0.04, 'einem': 0, 'Bürgerbus': 0.05}",negative,"[0.43037993, 0.43299547, 0.13662462]",,,,positive
75.0,100.0,86.0,0.5,neutral,"@eviallemann @BernerZeitung @chantal_des @espacesuisse Und bitte nicht vergessen, @eviallemann : Auf landwirtschaftlich genutzte, ECHTE Alphütten weiterhin Schindeldächer fördern  (aus klimaneutralem Berner Holz) statt Blechdächer aus ausländischer Produktion. Danke! @BernerZeitung @derbund @nau_live @srfbern @kanton_bern @fragroba",bitte vergessen landwirtschaftlich genutzt echte alphütten weiterhin schindeldächer fördern klimaneutralem berner holz statt blechdächer ausländisch produktion danke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Und': 0.11, 'bitte': 0, 'nicht': 0, 'vergessen': 0.25, 'Auf': 1.0, 'landwirtschaftlich': 0, 'genutzte': 0.73, 'ECHTE': 0.93, 'Alphütten': 0.47000000000000003, 'weiterhin': 0, 'Schindeldächer': 0.09, 'fördern': 0, 'aus': 0, 'klimaneutralem': 0.045, 'Berner': 0, 'Holz': 0.04, 'statt': 0.08499999999999999, 'Blechdächer': 0.1, 'ausländischer': 0.05, 'Produktion': 0.08, 'Danke': 0.11499999999999999}",neutral,"[0.57047546, 0.14015883, 0.28936565]",positive
100.0,100.0,86.0,0.7,negative,"RT @Kilian_Baumann: Auch Teile der Landwirtschaft befürworten Einschränkungen, wieso darf im @derbund immer nur H.J. Rüegsegger vom Bauernv…",teile landwirtschaft befürworten einschränkungen wieso dürfen immer h j rüegsegger bauernv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Auch': 0.42, 'Teile': 0.27, 'der': 0.07, 'Landwirtschaft': 0.25, 'befürworten': 0.42, 'Einschränkungen': 0, 'wieso': 0, 'darf': 0, 'im': 0, 'immer': 0, 'nur': 0.85, 'H.J.': 0, 'Rüegsegger': 0, 'vom': 0.1, 'Bauernv': 0, '…': 0}",positive,"[0.32009614, 0.3024619, 0.37744197]",positive
50.0,75.0,57.0,0.0,negative,"RT @GrueneCH: Pestizide belasten unser Grundwasser. Griffige Massnahmen sind überfällig! Wir GRÜNE fordern:
👩🏻‍🌾 ökologische Landwirtschaft…",pestizide belasten grundwasser griffig massnahmen überfällig grüne fordern ökologisch landwirtschaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Pestizide': 0.2, 'belasten': 0, 'unser': 0.13, 'Grundwasser': 0.13, 'Griffige': 0, 'Massnahmen': 0.28, 'sind': 0.1, 'überfällig': 0.15, 'Wir': 0.31, 'GRÜNE': 0, 'fordern': 1.0, '\u200d': 0, 'ökologische': 0, 'Landwirtschaft': 0, '…': 0}",positive,"[0.003645744, 0.001820464, 0.9945338]",neutral
100.0,100.0,100.0,1.0,neutral,"RT @GrueneCH: Die Fair-Food-Initiative will Lebensmittel aus einer naturnahen, umwelt- und tierfreundlichen Landwirtschaft mit fairen Arbei…",fair food initiative lebensmittel naturnahen umwelt tierfreundlichen landwirtschaft fair arbei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.07, 'Fair-Food-Initiative': 0, 'will': 0, 'Lebensmittel': 0.33, 'aus': 0, 'einer': 0, 'naturnahen': 0, 'umwelt-': 0, 'und': 0.21, 'tierfreundlichen': 0.265, 'Landwirtschaft': 1.0, 'mit': 0.07, 'fairen': 0.09, 'Arbei': 0, '…': 0}",positive,"[0.0014432261, 0.0014334583, 0.9971233]",positive
100.0,100.0,86.0,0.7,neutral,@BauernZeitung1 Es müsste Landschaft heißen... nicht Landwirtschaft. Auch wenn der Fonds Landschaft Schweiz FLS oft auch Projekte von Bauern fördert...,müsste landschaft heiß landwirtschaft fonds landschaft schweiz fls oft projekte bauern fördern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Es': 0, 'müsste': 0, 'Landschaft': 0.03, 'heißen': 0.61, '...': 0, 'nicht': 1.0, 'Landwirtschaft': 0.94, 'Auch': 0, 'wenn': 0.22, 'der': 0.06, 'Fonds': 0, 'Schweiz': 0, 'FLS': 0.05, 'oft': 0, 'auch': 0, 'Projekte': 0.04, 'von': 0, 'Bauern': 0.03, 'fördert': 0}",neutral,"[0.8219999, 0.16764756, 0.010352461]",positive
100.0,100.0,86.0,0.7,neutral,RT @grueneemmental: Wir als Konsumenten können viel bewirken! #Insektensterben #politik #Landwirtschaft https://t.co/6s6radxBDN,konsumenten bewirken insektensterben politik landwirtschaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Wir': 0.09, 'als': 0.09, 'Konsumenten': 0.24, 'können': 0, 'viel': 0.1, 'bewirken': 0, 'Insektensterben': 0.5, 'politik': 0, 'Landwirtschaft': 1.0}",positive,"[0.07081635, 0.0043182587, 0.9248654]",positive
50.0,75.0,57.0,0.0,negative,"RT @GrueneCH: Grüne Kritik an Gesamtschau Agrarpolitik: Bundesrat muss nachhaltige Landwirtschaft stärken, statt Landwirtschaft dem Freihan…",grüne kritik gesamtschau agrarpolitik bundesrat nachhaltig landwirtschaft stärken statt landwirtschaft freihan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Grüne': 0.05, 'Kritik': 0.04, 'an': 0, 'Gesamtschau': 0.035, 'Agrarpolitik': 0.125, 'Bundesrat': 0.115, 'muss': 0, 'nachhaltige': 1.0, 'Landwirtschaft': 0.11, 'stärken': 0.41, 'statt': 0.065, 'dem': 0.07, 'Freihan': 0, '…': 0}",positive,"[0.08800936, 0.0439375, 0.86805314]",neutral
100.0,100.0,86.0,0.7,neutral,RT @Kilian_Baumann: Heute im Biel Bienne über #Biolandwirtschaft und die inexistente Solidarität zwischen den Gross- u. #Kleinbauern https:…,heute biel bienne biolandwirtschaft inexistente solidarität gross u kleinbauern https,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Heute': 0.19, 'im': 0, 'Biel': 0.08, 'Bienne': 0.08, 'über': 0, 'Biolandwirtschaft': 0.57, 'und': 0.12, 'die': 0.08, 'inexistente': 0, 'Solidarität': 0.63, 'zwischen': 0.45, 'den': 0.08, 'Gross-': 0, 'u.': 0, 'Kleinbauern': 0.045, 'https': 0.16, '…': 0}",neutral,"[0.48084816, 0.37513644, 0.14401534]",positive
100.0,100.0,100.0,1.0,neutral,RT @nr_mayagraf: Dank CH Unterstützung wurde Überschwemmungsgebiet in Südnepal zu Landwirtschaftsland. Hier erfolgreiche Fischzucht einer F…,danken ch unterstützung überschwemmungsgebiet südnepal landwirtschaftsland erfolgreich fischzucht f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Dank': 0.07500000000000001, 'CH': 0, 'Unterstützung': 0.1, 'wurde': 0, 'Überschwemmungsgebiet': 0.08, 'in': 0.05, 'Südnepal': 0, 'zu': 0.05, 'Landwirtschaftsland': 0.135, 'Hier': 0.75, 'erfolgreiche': 1.0, 'Fischzucht': 0.5800000000000001, 'einer': 0, 'F': 0.11, '…': 0}",positive,"[0.0014429316, 0.0011485446, 0.99740857]",positive
75.0,75.0,71.0,0.25,neutral,"RT @swissolar_d: Klare Position des @chbauernverband zu #ES2050: 63 Ja zu 4 Nein. Gut, denn  Landwirtschaft hat viel Potenzial bei erneuerb…",klaren position es2050 ja nein gut landwirtschaft potenzial erneuerb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Klare': 0, 'Position': 0.13, 'des': 0, 'zu': 0.08, 'ES2050': 0.41, '63': 0, 'Ja': 0, '4': 0, 'Nein': 0.07, 'Gut': 0, 'denn': 0, 'Landwirtschaft': 1.0, 'hat': 0, 'viel': 0.16, 'Potenzial': 0.23, 'bei': 0, 'erneuerb': 0.41, '…': 0}",positive,"[0.0032181, 0.0013368791, 0.995445]",positive
0.0,0.0,14.0,-0.7,neutral,RT @Zollikofen3052: Schützenswerte Bauten und Vernetzungsbeiträge an Landwirtschaft: Beitragsreglement soll überarbeitet werden. https://t.…,schützenswerte bauten vernetzungsbeiträge landwirtschaft beitragsreglement überarbeiten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Schützenswerte': 0, 'Bauten': 0.17, 'und': 0.14, 'Vernetzungsbeiträge': 0.205, 'an': 0, 'Landwirtschaft': 0.42, 'Beitragsreglement': 0.425, 'soll': 0, 'überarbeitet': 0.32, 'werden': 0}",positive,"[0.03467413, 0.009787026, 0.95553887]",negative
100.0,100.0,86.0,0.7,neutral,"RT @fiblorg: Biologische Landwirtschaft in Afrika ist produktiv, wirtschaftlich und ressourcenschonend
https://t.co/hfxDvzPSJl https://t.co…",biologische landwirtschaft afrika produktiv wirtschaftlich ressourcenschonend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Biologische': 1.0, 'Landwirtschaft': 0, 'in': 0.26, 'Afrika': 0.35, 'ist': 0.38, 'produktiv': 0.21, 'wirtschaftlich': 0, 'und': 0.12, 'ressourcenschonend': 0}",positive,"[0.0019319496, 0.0011502795, 0.9969177]",positive
