answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3415,absa_sentiment_3415,absa_scores_3415,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3446,absa_sentiment_3446,absa_scores_3446,absa_token_weights_3455,absa_sentiment_3455,absa_scores_3455,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3469,absa_sentiment_3469,absa_scores_3469,absa_token_weights_3472,absa_sentiment_3472,absa_scores_3472,absa_token_weights_3474,absa_sentiment_3474,absa_scores_3474,absa_token_weights_3475,absa_sentiment_3475,absa_scores_3475,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
25.0,25.0,28.0,-0.35,neutral,"Bei den @Jungfreisinnige Schweiz steht die Freiheit jedes Menschen im Zentrum der Politik. Der Schutz der Umwelt und Unterstützung von Menschen mit weniger Möglichkeiten sind selbstverständlich, ohne aber dabei die unglaubliche Schaffungskraft einer Marktwirtschaft zu verkennen. https://t.co/YlecCqkUP0",schweiz stehen freiheit jed menschen zentrum politik schutz umwelt unterstützung menschen wenig möglichkeiten selbstverständlich dabei unglaublich schaffungskraft marktwirtschaft verkennen,,,,,,,,,,,,,,,,,,,,,,"{'Bei': 0.02, 'den': 0.16, 'Schweiz': 0.02, 'steht': 0, 'die': 0.16, 'Freiheit': 0.06, 'jedes': 0, 'Menschen': 0.04, 'im': 0, 'Zentrum': 0.03, 'der': 0.16, 'Politik': 0, 'Der': 0.16, 'Schutz': 0.12, 'Umwelt': 0.06, 'und': 0.03, 'Unterstützung': 0.04, 'von': 0, 'mit': 0.02, 'weniger': 0.07, 'Möglichkeiten': 0.05, 'sind': 0.02, 'selbstverständlich': 0.095, 'ohne': 0.05, 'aber': 0.03, 'dabei': 0, 'unglaubliche': 0.43, 'Schaffungskraft': 0, 'einer': 0, 'Marktwirtschaft': 0.755, 'zu': 0.05, 'verkennen': 0}",positive,"[0.0008344292, 0.0013132553, 0.9978523]",,,,,,,,,,,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,neutral,@FlorianSchwab @andreaskirstein Haben wir denn heute Kapitalismus und Marktwirtschaft wie es du dir verstellst?🤔🤪,heute kapitalismus marktwirtschaft verstellen,,,,,,,,,,,,,,,,,,,,,,"{'Haben': 0.29, 'wir': 0, 'denn': 0, 'heute': 0.35, 'Kapitalismus': 0.23, 'und': 0.24, 'Marktwirtschaft': 0.25, 'wie': 0, 'es': 0, 'du': 0, 'dir': 0.41, 'verstellst': 0, '🤔': 0, '🤪': 0}",neutral,"[0.6709098, 0.06634874, 0.2627415]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.675,neutral,"Nutzen wir die Chancen der Digitalisierung &amp; denken wir neu! Damit uns dies gelingt, muss die Politik den Individuen vertrauen, ihnen ihre Freiheiten garantieren &amp; sich auf das Schaffen optimaler Rahmenbedingungen konzentrieren. Mehr dazu: https://t.co/ap7fnBvsjV https://t.co/dAqIz7alVf",nutzen chancen digitalisierung amp denken neu gelingen politik individuen vertrauen freiheiten garantieren amp schaffen optimal rahmenbedingungen konzentrieren mehr,,,,,,,,,,,,,,,,,,,,,,,,,"{'Nutzen': 0.075, 'wir': 0, 'die': 0.04, 'Chancen': 0.05, 'der': 0.04, 'Digitalisierung': 0, 'amp': 0.03, 'denken': 0.02, 'neu': 0, 'Damit': 0.03, 'uns': 0.04, 'dies': 0, 'gelingt': 0.05, 'muss': 0.02, 'Politik': 0, 'den': 0.04, 'Individuen': 0.04, 'vertrauen': 0.05, 'ihnen': 0, 'ihre': 0.01, 'Freiheiten': 0, 'garantieren': 0.035, 'sich': 0, 'auf': 0.42, 'das': 0, 'Schaffen': 0, 'optimaler': 0.525, 'Rahmenbedingungen': 0.06, 'konzentrieren': 0, 'Mehr': 1.0, 'dazu': 0.02}",positive,"[0.11619175, 0.015285575, 0.86852264]",,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,RT @FDP_Liberalen: #ParlCH | E-Collecting🗳️ Chancen der Digitalisierung nutzen und die direkte Demokratie stärken: Auf Initiative der FDP ü…,parlch e collecting chancen digitalisierung nutzen direkt demokratie stärken initiative fdp ü,,,,,,,,,,,,,,,,,,,,,,,,,"{'ParlCH': 0.09, 'E-Collecting️': 0, 'Chancen': 0.92, 'der': 0.03, 'Digitalisierung': 0, 'nutzen': 1.0, 'und': 0.34, 'die': 0.03, 'direkte': 0.06, 'Demokratie': 0.17, 'stärken': 0.34, 'Auf': 0.12, 'Initiative': 0.09, 'FDP': 0.05, 'ü': 0, '…': 0}",positive,"[0.12812893, 0.020341048, 0.85153]",,,,,,,,,,,,,,,,,,,,,,positive
0.0,0.0,0.0,-0.85,negative,"Wir sind einen (sehr kleinen) Schritt weiter in Sachen #eCollecting. Leider geht das alles sehr langsam vorwärts. Wenn man dachte, dass die Covid-Krise ein Digitalisierungsturbo in der Politik auslöse, dann bezweifle ich das sehr... https://t.co/6LJOBAZPsf https://t.co/p8adM6joXs",klein schritt weit sachen ecollecting leider gehen langsam vorwärts denken covid krise digitalisierungsturbo politik auslösen bezweifeln,,,,,,,,,,,,,,,,,,,,,,,,,"{'Wir': 0.02, 'sind': 0.03, 'einen': 0.5, 'sehr': 0.03, 'kleinen': 0.05, 'Schritt': 0.03, 'weiter': 0.03, 'in': 0.16, 'Sachen': 0, 'eCollecting': 0.15, 'Leider': 0.04, 'geht': 0, 'das': 0.19, 'alles': 0.08, 'langsam': 0, 'vorwärts': 0, 'Wenn': 0, 'man': 0, 'dachte': 0.26, 'dass': 0.19, 'die': 0.22, 'Covid-Krise': 0.36, 'ein': 0, 'Digitalisierungsturbo': 0, 'der': 0.22, 'Politik': 0, 'auslöse': 1.0, 'dann': 0.09, 'bezweifle': 0.36, 'ich': 0.04, '...': 0}",negative,"[0.304656, 0.61024046, 0.085103616]",,,,,,,,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,neutral,"Das @EJPD_DFJP_DFGP macht vorwärts für eine Schweizer #eID Lösung, die für verschiedene Digitalisierungsvorhaben nach wie vor sehr wichtig ist. Gute Nachrichten - auch wenn eine gesetzliche Lösung wohl erst in 3 Jahren+ verabschiedet sein wird. https://t.co/enihWcomQH https://t.co/a9GODOaIpc",vorwärts schweizer eid lösung verschieden digitalisierungsvorhaben wichtig gut nachrichten gesetzliche lösung wohl erst jahren verabschieden,,,,,,,,,,,,,,,,,,,,,,,,,"{'Das': 0, 'macht': 0, 'vorwärts': 0, 'für': 0.01, 'eine': 0, 'Schweizer': 0.03, 'eID': 0.04, 'Lösung': 0.06, 'die': 0, 'verschiedene': 0, 'Digitalisierungsvorhaben': 1.0, 'nach': 0, 'wie': 0, 'vor': 0, 'sehr': 0.03, 'wichtig': 0.05, 'ist': 0.03, 'Gute': 0, 'Nachrichten': 0, 'auch': 0, 'wenn': 0.01, 'gesetzliche': 0, 'wohl': 0, 'erst': 0, 'in': 0, '3': 0, 'Jahren+': 0.02, 'verabschiedet': 0.11, 'sein': 0, 'wird': 0.01}",positive,"[0.18002664, 0.04293009, 0.7770433]",,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,Good News: Vollständig digitale Unternehmensgründungen werden schon bald Realität sein 🚀Der Bundesrat empfiehlt meinen entsprechenden Vorstoss zur Annahme! Unterzeichne jetzt den Digitalisierungs-Appell und verleihe dem Anliegen das nötige Gewicht: https://t.co/dcl82XS9GB,good news vollständig digitale unternehmensgründungen schon bald realität bundesrat empfehlen entsprechend vorstoss annahme unterzeichnen digitalisierungs appell verleihe anliegen nötig gewicht,,,,,,,,,,,,,,,,,,,,,,,,,"{'Good': 0.02, 'News': 0.03, 'Vollständig': 0, 'digitale': 0.05, 'Unternehmensgründungen': 0.05, 'werden': 0.02, 'schon': 0, 'bald': 0, 'Realität': 0.05, 'sein': 0, 'Der': 0.03, 'Bundesrat': 0.04, 'empfiehlt': 0.07, 'meinen': 0, 'entsprechenden': 0, 'Vorstoss': 0, 'zur': 0.03, 'Annahme': 0, 'Unterzeichne': 1.0, 'jetzt': 0.32, 'den': 0.03, 'Digitalisierungs-Appell': 0.64, 'und': 0.29, 'verleihe': 0, 'dem': 0.03, 'Anliegen': 0, 'das': 0.03, 'nötige': 0.05, 'Gewicht': 0.07}",neutral,"[0.91311795, 0.017215388, 0.069666706]",,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,@adfichter @chplusplus Die Aussage von @Marcel_Dobler zum Datenschutz war nicht im Zusammenhang mit der Digitalisierung sondern der Impfstoffbeschaffung.,aussagen datenschutz zusammenhang digitalisierung impfstoffbeschaffung,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.15, 'Aussage': 0.41, 'von': 0, 'zum': 0.175, 'Datenschutz': 0, 'war': 0, 'nicht': 1.0, 'im': 0, 'Zusammenhang': 0, 'mit': 0, 'der': 0.15, 'Digitalisierung': 0, 'sondern': 1.0, 'Impfstoffbeschaffung': 0.075}",neutral,"[0.96308964, 0.03260458, 0.0043057697]",,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Das #eID-Gesetz ist die Basis dafür, dass in der Schweiz neue Anwendungen entstehen können und dass die Digitalisierung hier und nicht im Ausland stattfindet. Das E-ID-Gesetz ist eine Investition in die Schweiz. Deshalb sage ich und die @FDP_Liberalen #eIDja

#abst21 @E_ID_Info https://t.co/PBLOmM5P3f",eid gesetz basis dafür schweiz neue anwendungen entstehen digitalisierung ausland stattfinden e id gesetz investition schweiz deshalb sage eidja abst21,,,,,,,,,,,,,,,,,,,,,,,,,"{'Das': 0.01, 'eID-Gesetz': 0.075, 'ist': 0.03, 'die': 0.01, 'Basis': 0.15, 'dafür': 0, 'dass': 0.02, 'in': 0.01, 'der': 0.01, 'Schweiz': 0.01, 'neue': 0.05, 'Anwendungen': 0.11, 'entstehen': 0, 'können': 0, 'und': 0.02, 'Digitalisierung': 0, 'hier': 0.08, 'nicht': 0.17, 'im': 0, 'Ausland': 0.04, 'stattfindet': 0.09, 'E-ID-Gesetz': 0.12, 'eine': 0, 'Investition': 0.03, 'Deshalb': 0, 'sage': 0, 'ich': 0.02, 'eIDja': 0.03, 'abst21': 0.04}",neutral,"[0.7157099, 0.033519626, 0.25077042]",,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"Wenn man am 7. März Ja zum #eID Gesetz stimmt, schafft man auch die Grundlage für einen staatlichen Identitiy Provider. Damit wird das Hauptargument der Gegenkampagne  entkräftet. Sinnvolle Digitalisierung endlich vorantreiben - Ja zum E-ID-Gesetz. https://t.co/pEy4LeIi4K",märz ja eid gesetz stimmen schaffen grundlage staatlich identitiy provider hauptargument gegenkampagne entkräften sinnvoll digitalisierung endlich vorantreiben ja e id gesetz,,,,,,,,,,,,,,,,,,,,,,,,,"{'Wenn': 0, 'man': 0, 'am': 0, '7.': 0, 'März': 0.02, 'Ja': 0, 'zum': 0.145, 'eID': 0.03, 'Gesetz': 0.05, 'stimmt': 0, 'schafft': 0, 'auch': 0.06, 'die': 0.08, 'Grundlage': 0.04, 'für': 0.04, 'einen': 0.05, 'staatlichen': 0.06, 'Identitiy': 0, 'Provider': 0.06, 'Damit': 0.21, 'wird': 0, 'das': 0, 'Hauptargument': 0.10500000000000001, 'der': 0.08, 'Gegenkampagne': 0.17, 'entkräftet': 0, 'Sinnvolle': 0.51, 'Digitalisierung': 0, 'endlich': 0, 'vorantreiben': 0, 'E-ID-Gesetz': 0.05}",positive,"[0.030281931, 0.012247456, 0.95747066]",,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,RT @s_sommaruga: Darin sind wir uns alle einig: Die Digitalisierung ist wichtig für die Zukunft der Schweiz. Die E-ID bringt uns hier vorwä…,darin all digitalisierung wichtig zukunft schweiz e id bringen vorwä,,,,,,,,,,,,,,,,,,,,,,,,,"{'Darin': 0.17, 'sind': 0, 'wir': 0, 'uns': 0.07, 'alle': 0, 'einig': 0, 'Die': 0.1, 'Digitalisierung': 0, 'ist': 0.61, 'wichtig': 1.0, 'für': 0.79, 'die': 0.1, 'Zukunft': 0.34, 'der': 0.1, 'Schweiz': 0.18, 'E-ID': 0, 'bringt': 0.09, 'hier': 0.08, 'vorwä': 0, '…': 0}",positive,"[0.0068364926, 0.0031678828, 0.9899956]",,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"@marnold63 @E_ID_Info Fakt ist, dass heute nicht alle Gemeinden das anbieten. Mit der eID gibt es einen Schub zur Digitalisierung von Behördendienstleistungen. Wie oft habe ich schon gehört „geht nicht, wir warten auf eine eID“ - auch von Privaten!",fakt heute all gemeinden anbieten eid geben schub digitalisierung behördendienstleistungen oft schon hören gehen warten eid privat,,,,,,,,,,,,,,,,,,,,,,,,,"{'Fakt': 0.02, 'ist': 0.02, 'dass': 0.02, 'heute': 0.04, 'nicht': 0, 'alle': 0, 'Gemeinden': 0, 'das': 0.02, 'anbieten': 0.115, 'Mit': 0, 'der': 0.26, 'eID': 0, 'gibt': 0, 'es': 0.02, 'einen': 0.04, 'Schub': 0, 'zur': 0.225, 'Digitalisierung': 0, 'von': 0, 'Behördendienstleistungen': 0.20500000000000002, 'Wie': 0, 'oft': 0, 'habe': 0.02, 'ich': 0.02, 'schon': 0, 'gehört': 0.04, '„': 0, 'geht': 0, 'wir': 0, 'warten': 0, 'auf': 0, 'eine': 0, '“': 0, 'auch': 0, 'Privaten': 0}",positive,"[0.0040556686, 0.0024246657, 0.9935196]",,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"@KDKlak Natürlich ermöglicht die eID die Digitalisierung von Behörden-DL, die man heute u.a. mit einem Ausweis erledigen kann. Deswegen ist die eID aber kein Ausweis. Es gibt einige, offensichtliche Unterschiede.",natürlich ermöglichen eid digitalisierung behörden dl heute u a ausweis erledigen deswegen eid ausweis geben offensichtlich unterschiede,,,,,,,,,,,,,,,,,,,,,,,,,"{'Natürlich': 0, 'ermöglicht': 1.0, 'die': 0.03, 'eID': 0.09, 'Digitalisierung': 0, 'von': 0, 'Behörden-DL': 0, 'man': 0, 'heute': 0, 'u.a.': 0, 'mit': 0.07, 'einem': 0, 'Ausweis': 0.08, 'erledigen': 0.21, 'kann': 0.11, 'Deswegen': 0.21, 'ist': 0.05, 'aber': 0, 'kein': 0, 'Es': 0.05, 'gibt': 0.09, 'einige': 0.07, 'offensichtliche': 0.11, 'Unterschiede': 0.13}",positive,"[0.33713806, 0.1655007, 0.49736124]",,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,0.8500000000000001,neutral,"Erfreulich:

Auf meinen Antrag hin wird das elektronische Sammeln von Unterschriften (#eCollecting) ernsthaft durch die #SGK-N geprüft. Die Digitalisierung darf nicht vor den politischen Rechten Halt machen.

Weiter sollen Initiativen von Beglaubigungspflicht entlastet werden. https://t.co/I3yWE9shWa",erfreulich antrag elektronische sammeln unterschriften ecollecting ernsthaft sgk n prüfen digitalisierung dürfen politisch recht halt weit sollen initiativen beglaubigungspflicht entlasten,,,,,,,,,,,,,,,,,,,,,,,,,"{'Erfreulich': 0.02, 'Auf': 0, 'meinen': 0, 'Antrag': 0, 'hin': 0, 'wird': 0, 'das': 0, 'elektronische': 0.02, 'Sammeln': 0, 'von': 0, 'Unterschriften': 0.02, 'eCollecting': 0.04, 'ernsthaft': 0, 'durch': 0, 'die': 0.02, 'SGK-N': 0, 'geprüft': 0.08, 'Die': 0.02, 'Digitalisierung': 0, 'darf': 0, 'nicht': 1.0, 'vor': 0, 'den': 0.02, 'politischen': 0.08, 'Rechten': 0, 'Halt': 0, 'machen': 0, 'Weiter': 0, 'sollen': 0, 'Initiativen': 0.04, 'Beglaubigungspflicht': 0.03, 'entlastet': 0.06, 'werden': 0}",neutral,"[0.4179777, 0.30433646, 0.27768594]",,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"«Die Digitalisierung in der Politik steckt noch in den Kinderschuhen.» Wo wir ansetzen können, um diese Transformation voranzutreiben, erzähle ich #OnTheSunnieSide – einem Video-Interview mit @sunniejaye. 👉🏻 https://t.co/4f6XyAByyY https://t.co/IWXdnFhM4X",digitalisierung politik stecken kinderschuhen ansetzen transformation voranzutreiben erzählen onthesunnieside video interview,,,,,,,,,,,,,,,,,,,,,,,,,"{'«': 0, 'Die': 0, 'Digitalisierung': 0, 'in': 0, 'der': 0, 'Politik': 0, 'steckt': 0, 'noch': 0, 'den': 0, 'Kinderschuhen': 0, '»': 0, 'Wo': 0, 'wir': 0, 'ansetzen': 0, 'können': 0, 'um': 0, 'diese': 0, 'Transformation': 0, 'voranzutreiben': 0, 'erzähle': 0, 'ich': 0, 'OnTheSunnieSide': 0, '–': 0, 'einem': 0, 'Video-Interview': 0, 'mit': 0}",negative,"[0.20197271, 0.73660254, 0.061424714]",,,,,,,,,,,,,,,,,,,,,,neutral
75.0,75.0,86.0,0.4666666666666666,neutral,"Die Digitalisierung der öff. Verwaltung steckt noch in den Kinderschuhen. Die Änderung des #AHVG schafft Abhilfe: erleichterte Identifizierung &amp; verbesserte Verbindung von Datenbanken. Mehr dazu in meinem Votum👇🏻 #parlCH
https://t.co/eHLJdgQDkr",digitalisierung öff verwaltung stecken kinderschuhen änderung ahvg schaffen abhilfe erleichtern identifizierung amp verbessern verbindung datenbanken mehr votum parlch,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.05, 'Digitalisierung': 0, 'der': 0.05, 'öff': 0, 'Verwaltung': 0.11, 'steckt': 0, 'noch': 0.3, 'in': 0.02, 'den': 0.05, 'Kinderschuhen': 0.58, 'Änderung': 0, 'des': 0, 'AHVG': 0.03, 'schafft': 0, 'Abhilfe': 0.13, 'erleichterte': 0, 'Identifizierung': 0.02, 'amp': 0.01, 'verbesserte': 0.04, 'Verbindung': 0.01, 'von': 0, 'Datenbanken': 0.03, 'Mehr': 0.02, 'dazu': 0.02, 'meinem': 0.02, 'Votum': 0.03, 'parlCH': 0.04}",positive,"[0.068986714, 0.24884608, 0.6821672]",,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Der Gemeinderat der Stadt Zürich hat heute Abend den Vorstoss von @jdstrub und mir zur Digitalisierung der Baubewilligungsverfahren samt Auflagenbereinigung ohne Gegenstimme dem Stadtrat überwiesen. Freude herrscht! #grzh

https://t.co/x6HmbtyoZb",gemeinderat stadt zürich heute abend vorstoss digitalisierung baubewilligungsverfahren samt auflagenbereinigung gegenstimme stadtrat überweisen freude herrschen grzh,,,,,,,,,,,,,,,,,,,,,,,,,"{'Der': 0.03, 'Gemeinderat': 0.05, 'der': 0.03, 'Stadt': 0.04, 'Zürich': 0, 'hat': 0, 'heute': 0, 'Abend': 0, 'den': 0.03, 'Vorstoss': 0, 'von': 0, 'und': 0.03, 'mir': 0.02, 'zur': 0.045, 'Digitalisierung': 0, 'Baubewilligungsverfahren': 0.05, 'samt': 0.03, 'Auflagenbereinigung': 0.035, 'ohne': 0.03, 'Gegenstimme': 0.06, 'dem': 0.045, 'Stadtrat': 0.045, 'überwiesen': 0, 'Freude': 0.21, 'herrscht': 0.25, 'grzh': 0.8}",positive,"[0.14876063, 0.028763896, 0.82247543]",,,,,,,,,,,,,,,,,,,,,,neutral
25.0,25.0,28.0,-0.35,neutral,"Verschlafen wir die Digitalisierung und verpassen den Anschluss? Schweizerinnen und Schweizer investieren am fünft wenigsten Zeit für Weiterbildungen, obwohl sie generell bereit wären, Neues dazu zu lernen. https://t.co/CtM3J936IV",verschlafen digitalisierung verpassen anschluss schweizerinnen schweizer investieren fünft wenig zeit weiterbildungen obwohl generell bereiten neu lernen,,,,,,,,,,,,,,,,,,,,,,,,,"{'Verschlafen': 0, 'wir': 0, 'die': 0.03, 'Digitalisierung': 0, 'und': 0.16, 'verpassen': 0, 'den': 0.03, 'Anschluss': 0, 'Schweizerinnen': 0.04, 'Schweizer': 0.04, 'investieren': 0.05, 'am': 0, 'fünft': 0.03, 'wenigsten': 0.03, 'Zeit': 0.03, 'für': 0, 'Weiterbildungen': 0.04, 'obwohl': 0.02, 'sie': 0, 'generell': 0, 'bereit': 0, 'wären': 0.02, 'Neues': 0.02, 'dazu': 0.02, 'zu': 0.02, 'lernen': 0.025}",negative,"[0.12290164, 0.8545591, 0.022539284]",,,,,,,,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,neutral,@Milo_Zanetti Er hat die Kompetenz nicht und sein Track Record in anderen Digitalisierungsprojekten lässt zu wünschen übrig.,kompetenz track record digitalisierungsprojekten lässt wünschen übrig,,,,,,,,,,,,,,,,,,,,,,,,,"{'Er': 0, 'hat': 0, 'die': 0.11, 'Kompetenz': 0.16, 'nicht': 0.14, 'und': 0.12, 'sein': 0, 'Track': 0.12, 'Record': 0.16, 'in': 0.05, 'anderen': 0, 'Digitalisierungsprojekten': 0.27, 'lässt': 0.76, 'zu': 0.31, 'wünschen': 0, 'übrig': 0}",negative,"[0.005905434, 0.9549075, 0.03918708]",,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Duopol anstelle von Wettbewerb: In der EU regulierte und legale Spielbanken sind in der Schweiz gesperrt. Dass wir das im Jahr 2019 erleben müssen - notabene in der selben Woche, in der am #DigitalTag unisono die Digitalisierung gelobt wird - ist extrem stossend. #Netzsperren https://t.co/UGFyf54oKw",duopol anstellen wettbewerb eu regulieren legale spielbanken schweiz sperren jahr erleben müssen notabene selben woche digitaltag unisono digitalisierung loben extrem stossend netzsperren,,,,,,,,,,,,,,,,,,,,,,,,,"{'Duopol': 0, 'anstelle': 0.05, 'von': 0, 'Wettbewerb': 0, 'In': 0.1, 'der': 0.07, 'EU': 0, 'regulierte': 0.07, 'und': 0.04, 'legale': 0.14, 'Spielbanken': 0.06, 'sind': 0.04, 'in': 0.1, 'Schweiz': 0.05, 'gesperrt': 0, 'Dass': 0.05, 'wir': 0, 'das': 0.05, 'im': 0, 'Jahr': 0, '2019': 0, 'erleben': 0.07, 'müssen': 0.04, 'notabene': 0, 'selben': 0.065, 'Woche': 0.13, 'am': 0, 'DigitalTag': 0, 'unisono': 0, 'die': 0.07, 'Digitalisierung': 0, 'gelobt': 1.0, 'wird': 0, 'ist': 0.15, 'extrem': 0.12, 'stossend': 0, 'Netzsperren': 0.15}",positive,"[0.09641138, 0.053443354, 0.8501453]",,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @PLAIN_IT_AG: Ist eine Idee in der heutigen Zeit ohne das Prädikat Smart weniger wert? @andrisilbi_ #SwissDigitalDay #Digitalisierung ht…,idee heutig zeit prädikat smart wenig wert swissdigitalday digitalisierung ht,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ist': 0.03, 'eine': 0, 'Idee': 0, 'in': 0, 'der': 0.04, 'heutigen': 0, 'Zeit': 0, 'ohne': 0.05, 'das': 0, 'Prädikat': 0.1, 'Smart': 0.07, 'weniger': 0, 'wert': 0.06, 'SwissDigitalDay': 0.52, 'Digitalisierung': 1.0, 'ht': 0.34, '…': 0}",positive,"[0.29373902, 0.009123791, 0.6971372]",,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"@miperrico @CRK_agentur @EgoMovement Nach bald 4J als JFS-Präsi ist aber klar, dass ich national im Parlament anpacken und die Themen der liberalen Jugend einbringen will. Wir haben viele Dossiers von Aussen geprägt (Rente, Digitalisierung) und wollen nun endlich „im Maschinenraum“ mehrheitsfähige Lösungen machen.",bald 4j jfs präsi klaren national parlament anpacken themen liberal jugend einbringen dossiers aussen prägen rente digitalisierung endlich maschinenraum mehrheitsfähige lösungen,,,,,,,,,,,,,,,,,,,,,,,,,"{'Nach': 0.05, 'bald': 0, '4J': 0, 'als': 0.01, 'JFS-Präsi': 0, 'ist': 0.01, 'aber': 0, 'klar': 0.01, 'dass': 0.03, 'ich': 0.01, 'national': 0.03, 'im': 0, 'Parlament': 0.03, 'anpacken': 0.03, 'und': 0.36, 'die': 0.02, 'Themen': 0, 'der': 0.02, 'liberalen': 0.04, 'Jugend': 0.04, 'einbringen': 0.025, 'will': 0, 'Wir': 0.07, 'haben': 0.060000000000000005, 'viele': 0, 'Dossiers': 0, 'von': 0.08, 'Aussen': 0.14, 'geprägt': 0, 'Rente': 0, 'Digitalisierung': 1.0, 'wollen': 0.1, 'nun': 0, 'endlich': 0, '„': 0, 'Maschinenraum': 0, '“': 0, 'mehrheitsfähige': 0, 'Lösungen': 0, 'machen': 0}",neutral,"[0.85268515, 0.04057265, 0.10674214]",,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"Für Zürich ganz wichtig: @RuediNoser eine weitere Legislatur in Bern. Ich wähle ihn - und nur ihn - nochmals als Ständerat, da er die Digitalisierung und das Unternehmertum nicht nur vom Hörensagen kennt. #srw19 #chvote @fdp_zh #mehblau 

https://t.co/e4dhgjCHIT",zürich ganz wichtig weit legislatur bern wählen nochmals ständerat digitalisierung unternehmertum hörensagen kennen srw19 chvote mehblau,,,,,,,,,,,,,,,,,,,,,,,,,"{'Für': 0.03, 'Zürich': 0, 'ganz': 0, 'wichtig': 0.04, 'eine': 0, 'weitere': 0, 'Legislatur': 0.07, 'in': 0.02, 'Bern': 0.02, 'Ich': 0.03, 'wähle': 0, 'ihn': 0.04, 'und': 0.21, 'nur': 0.37, 'nochmals': 0, 'als': 0.07, 'Ständerat': 0.055, 'da': 0, 'er': 0, 'die': 0, 'Digitalisierung': 0, 'das': 0, 'Unternehmertum': 0.29, 'nicht': 0.27, 'vom': 0.29, 'Hörensagen': 0.17, 'kennt': 0, 'srw19': 0.07, 'chvote': 0.09, 'mehblau': 0.08}",neutral,"[0.95073414, 0.03827953, 0.010986256]",,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Es braucht eine neue Politikgeneration im Parlament, welche sich den Herausforderungen der Zukunft stellt. (Gesundheitskosten, Vorsorgeloch, Europadossier, Digitalisierung &amp; die Zukunft der Arbeit, ...) #zämemitDir am 20.10. in den Nationalrat! #NRW19 #chvote @tagesanzeiger https://t.co/4nVOlJVkf5",brauchen neue politikgeneration parlament welch herausforderungen zukunft stellen gesundheitskosten vorsorgeloch europadossier digitalisierung amp zukunft arbeit zämemitdir nationalrat nrw19 chvote,,,,,,,,,,,,,,,,,,,,,,,,,"{'Es': 0.01, 'braucht': 0, 'eine': 0, 'neue': 0.01, 'Politikgeneration': 0.01, 'im': 0, 'Parlament': 0.02, 'welche': 0, 'sich': 0, 'den': 0.03, 'Herausforderungen': 0.03, 'der': 0.03, 'Zukunft': 0.16, 'stellt': 0, 'Gesundheitskosten': 0.075, 'Vorsorgeloch': 0.07, 'Europadossier': 0.36, 'Digitalisierung': 0, 'amp': 0, 'die': 0.03, 'Arbeit': 0.06, '...': 0, 'zämemitDir': 0, 'am': 0, '20.10.': 0, 'in': 0.06, 'Nationalrat': 0.02, 'NRW19': 0.02, 'chvote': 0.02}",positive,"[0.10176433, 0.009080275, 0.8891553]",,,,,,,,,,,,,,,,,,,,,,neutral
