answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3415,absa_sentiment_3415,absa_scores_3415,absa_token_weights_3417,absa_sentiment_3417,absa_scores_3417,absa_token_weights_3419,absa_sentiment_3419,absa_scores_3419,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3441,absa_sentiment_3441,absa_scores_3441,absa_token_weights_3444,absa_sentiment_3444,absa_scores_3444,absa_token_weights_3449,absa_sentiment_3449,absa_scores_3449,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3469,absa_sentiment_3469,absa_scores_3469,absa_token_weights_3472,absa_sentiment_3472,absa_scores_3472,absa_token_weights_3473,absa_sentiment_3473,absa_scores_3473,absa_token_weights_3475,absa_sentiment_3475,absa_scores_3475,absa_token_weights_3476,absa_sentiment_3476,absa_scores_3476,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
100.0,100.0,100.0,0.7357142857142857,neutral,"Die Aussage ""erneuerbare Energien einheitlich fördern"" ist nicht richtig. Jede erneuerbare Energie ist dem Potential entsprechend zu fördern. Windenergie ist sicher weniger zu fördern als die Wasserkraft oder Geothermie. Differenzierung hilft, liebe BR.

https://t.co/nYiu5e7Ylr",aussagen erneuerbare energien einheitlich fördern richtig jed erneuerbare energie potential entsprechen fördern windenergie sichern wenig fördern wasserkraft geothermie differenzierung helfen lieb br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.04, 'Aussage': 0.56, 'erneuerbare': 0.08, 'Energien': 0.45, 'einheitlich': 0, 'fördern': 0, 'ist': 0.04, 'nicht': 0.39, 'richtig': 0.13, 'Jede': 0.07, 'Energie': 0.04, 'dem': 0.035, 'Potential': 0.06, 'entsprechend': 0, 'zu': 0.03, 'Windenergie': 0.04, 'sicher': 0, 'weniger': 0, 'als': 0, 'die': 0.04, 'Wasserkraft': 0.08, 'oder': 0.03, 'Geothermie': 0.05500000000000001, 'Differenzierung': 0.07, 'hilft': 0.1, 'liebe': 0, 'BR': 0.03}",positive,"[0.23764192, 0.11892585, 0.64343226]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,0.85,neutral,"Wenn einer BR Sommaruga nicht von von Anfang an klar war, dass die Schweiz bei der erneuerbaren Energieversorgung auf Importe angewiesen ist, um die Versorgungssicherheit zu gewährleisten, dann frage ich mich, ob das UVEK richtig besetzt ist!?
https://t.co/nYiu5e7Ylr via @SRF",br sommaruga anfang klaren schweiz erneuerbaren energieversorgung importe anweisen versorgungssicherheit gewährleisten fragen uvek richtig besetzen via,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Wenn': 0, 'einer': 0, 'BR': 0.07, 'Sommaruga': 0.23, 'nicht': 0.03, 'von': 0.04, 'Anfang': 0, 'an': 0, 'klar': 0.03, 'war': 0, 'dass': 0.11, 'die': 0.06, 'Schweiz': 0.25, 'bei': 0, 'der': 0.06, 'erneuerbaren': 1.0, 'Energieversorgung': 0.1, 'auf': 0.12, 'Importe': 0, 'angewiesen': 0, 'ist': 0.04, 'um': 0, 'Versorgungssicherheit': 0.1125, 'zu': 0.06, 'gewährleisten': 0.1, 'dann': 0.05, 'frage': 0, 'ich': 0.04, 'mich': 0, 'ob': 0, 'das': 0.11, 'UVEK': 0, 'richtig': 0, 'besetzt': 0, 'via': 0.08}",neutral,"[0.57874095, 0.059264153, 0.36199492]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
0.0,0.0,14.0,-0.7,neutral,"BR Sommaruga will die Stromlücke mit inländischen erneuerbaren Energien füllen und klammert dabei - bewusst oder unbewusst - die erneuerbare Energie mit dem grössten Potential - die Tiefengeothermie - aus. Ich zweifle langsam die Kompetenz Sommarugas an.
https://t.co/REUyglaa91",br sommaruga stromlücke inländisch erneuerbaren energien füllen klammern dabei bewusst unbewusst erneuerbare energie grössten potential tiefengeothermie zweifeln langsam kompetenz sommarugas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'BR': 0.17, 'Sommaruga': 0.07, 'will': 0, 'die': 0.02, 'Stromlücke': 0.12, 'mit': 0.07, 'inländischen': 0.09, 'erneuerbaren': 0.05, 'Energien': 0.23, 'füllen': 0.1, 'und': 1.0, 'klammert': 0, 'dabei': 0, 'bewusst': 0.07, 'oder': 0.17, 'unbewusst': 0.12, 'erneuerbare': 0.05, 'Energie': 0.02, 'dem': 0.025, 'grössten': 0, 'Potential': 0.02, 'Tiefengeothermie': 0.03, 'aus': 0, 'Ich': 0.04, 'zweifle': 0, 'langsam': 0, 'Kompetenz': 0.08, 'Sommarugas': 0, 'an': 0}",negative,"[0.14471455, 0.5503023, 0.30498308]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
100.0,100.0,86.0,0.7,neutral,"Die erneuerbare Energie-Alternative Tiefengeothermie, welche die Erdwärme nutzt, ist unbedingt zu fördern. 
#srf https://t.co/pxz2ZcOXwp",erneuerbare energie alternative tiefengeothermie welch erdwärme nutzen unbedingt fördern srf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 1.0, 'erneuerbare': 0.96, 'Energie-Alternative': 0.55, 'Tiefengeothermie': 0.13, 'welche': 0.41, 'die': 1.0, 'Erdwärme': 0.11, 'nutzt': 0.3, 'ist': 0, 'unbedingt': 0, 'zu': 0, 'fördern': 0, 'srf': 0.24}",positive,"[0.0074159577, 0.0033874135, 0.98919666]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,positive,"Super! Das Bundesgericht hat die substanzlosen GEGENargumente zum Windpark in Sainte-Croix zurecht entkräftet. Jetzt steht nichts mehr im Weg das Potential der Nutzung der Windenergie auszuschöpfen. Nur mit dem erneuerbaren Mix gehts.
https://t.co/7eFrdgW76F via @AargauerZeitung",super bundesgericht substanzlosen gegenargumente windpark sainte croix zurecht entkräften stehen mehr potential nutzung windenergie ausschöpfen erneuerbaren mix gehts via,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Super': 0, 'Das': 0.47, 'Bundesgericht': 0.035, 'hat': 0, 'die': 0.47, 'substanzlosen': 0, 'GEGENargumente': 0.05, 'zum': 0.47, 'Windpark': 0.045, 'in': 0.02, 'Sainte-Croix': 0, 'zurecht': 0.04, 'entkräftet': 0, 'Jetzt': 0.04, 'steht': 0.06, 'nichts': 0.08, 'mehr': 0, 'im': 0, 'Weg': 0, 'das': 0, 'Potential': 0.11, 'der': 0.47, 'Nutzung': 0, 'Windenergie': 0.08499999999999999, 'auszuschöpfen': 0, 'Nur': 0, 'mit': 1.0, 'dem': 0.47, 'erneuerbaren': 1.0, 'Mix': 0.86, 'gehts': 0, 'via': 0.17}",neutral,"[0.84558326, 0.02465655, 0.12976024]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,25.0,28.0,-0.15,neutral,"Ideologischer rotgrüner Ansatz: Die Geothermie als die potentiell stärkste erneuerbare Energie auszuklammern und gleichzeitig nur auf Wind, Solar, Biomasse und Wasser zu setzen, ist nicht nur inkonsequent, sondern auch alles andere als nachhaltig. 

#srf https://t.co/pxz2ZcOXwp",ideologisch rotgrüner ansatz geothermie potentiell stark erneuerbare energie ausklammern gleichzeitig wind solar biomasse wasser setzen inkonsequent nachhaltig srf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ideologischer': 0.19, 'rotgrüner': 0, 'Ansatz': 0, 'Die': 0.07, 'Geothermie': 0.465, 'als': 0.79, 'die': 0.07, 'potentiell': 0.2, 'stärkste': 0.48, 'erneuerbare': 0.65, 'Energie': 0.15, 'auszuklammern': 0, 'und': 0.08, 'gleichzeitig': 0, 'nur': 0.08, 'auf': 0.12, 'Wind': 0.08, 'Solar': 0.07, 'Biomasse': 0.11, 'Wasser': 0.07, 'zu': 0, 'setzen': 0, 'ist': 0.16, 'nicht': 0.07, 'inkonsequent': 0.2, 'sondern': 0.08, 'auch': 0.08, 'alles': 0, 'andere': 0, 'nachhaltig': 0, 'srf': 0.15}",negative,"[0.119977675, 0.5261272, 0.3538951]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,0.85,neutral,"Im Kanton Aargau hat die Wärme- und Stromerzeugung aus der erneuerbaren Energiequelle Geothermie das grösste Potential aller erneuerbaren Energien. Bedarfsgerecht. CO2-frei. Lärmarm. Lokal. Stets verfügbar. Abfallfrei. Effizient.
https://t.co/yRYXylWPfA via @AargauerZeitung",kanton aargau wärmen stromerzeugung erneuerbaren energiequelle geothermie grösste potential all erneuerbaren energien bedarfsgerecht co2 frei lärmarm lokal stets verfügbar abfallfrei effizient via,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Im': 0, 'Kanton': 0.07, 'Aargau': 0.19, 'hat': 0, 'die': 0.08, 'Wärme-': 0, 'und': 0.15, 'Stromerzeugung': 0.12, 'aus': 0, 'der': 0.08, 'erneuerbaren': 0.37, 'Energiequelle': 0.8049999999999999, 'Geothermie': 0.71, 'das': 0, 'grösste': 0, 'Potential': 0.1, 'aller': 0, 'Energien': 0.23, 'Bedarfsgerecht': 0.04, 'CO2-frei': 0, 'Lärmarm': 0, 'Lokal': 0.06, 'Stets': 0.03, 'verfügbar': 0, 'Abfallfrei': 0.04, 'Effizient': 0.03, 'via': 0.03}",positive,"[0.001969858, 0.0012038229, 0.9968263]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"JA zum Geothermie-Kraftwerk im aargauischen Oftringen. JA zu einem Mix aus erneuerbaren Energien.
https://t.co/ENjsphzoeO via @AargauerZeitung",ja geothermie kraftwerk aargauischen oftringen ja mix erneuerbaren energien via,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'JA': 0, 'zum': 0.33, 'Geothermie-Kraftwerk': 0.175, 'im': 0, 'aargauischen': 0.18, 'Oftringen': 0.21, 'zu': 0.55, 'einem': 0, 'Mix': 1.0, 'aus': 0, 'erneuerbaren': 0.84, 'Energien': 1.0, 'via': 0.36}",positive,"[0.0014700686, 0.00085236935, 0.9976776]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,14.0,-0.7,neutral,@jungegruene_ch Leider kann mit Umweltschutz allein nichts erreicht werden. Insbesondere einem Umweltschutz der der erneuerbaren Energiezukunft im Wege steht.,leider umweltschutz allein erreichen insbesondere umweltschutz erneuerbaren energiezukunft wege stehen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Leider': 0.52, 'kann': 0.48, 'mit': 0.34, 'Umweltschutz': 0.1, 'allein': 0.29, 'nichts': 1.0, 'erreicht': 1.0, 'werden': 0, 'Insbesondere': 0.245, 'einem': 0, 'der': 0.04, 'erneuerbaren': 0.16, 'Energiezukunft': 0.04, 'im': 0, 'Wege': 0, 'steht': 0.11}",positive,"[0.015004304, 0.038905863, 0.94608986]",,,,,,,,,,,,,"{'Leider': 0.58, 'kann': 0.68, 'mit': 0.62, 'Umweltschutz': 0.1, 'allein': 0.34, 'nichts': 1.0, 'erreicht': 1.0, 'werden': 0, 'Insbesondere': 0.22999999999999998, 'einem': 0, 'der': 0.05, 'erneuerbaren': 0.05, 'Energiezukunft': 0.05, 'im': 0, 'Wege': 0, 'steht': 0.06}",positive,"[0.06422202, 0.43422532, 0.5015527]",,,,,,,,,,,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,neutral,@marco_knubel Windanlagen sind keine Vogeltöter. Es braucht den erneuerbaren Energiemix.,windanlagen vogeltöter brauchen erneuerbaren energiemix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Windanlagen': 0.1, 'sind': 0.15, 'keine': 0, 'Vogeltöter': 0, 'Es': 0, 'braucht': 1.0, 'den': 0.55, 'erneuerbaren': 0.46, 'Energiemix': 0.305}",positive,"[0.10969072, 0.06786227, 0.82244706]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Genau, diese Polemik verunmöglicht eine erneuerbare Energiezukunft. https://t.co/DXEn4fp7KB",genau polemik verunmöglicht erneuerbare energiezukunft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Genau': 0, 'diese': 0.16, 'Polemik': 0.35, 'verunmöglicht': 1.0, 'eine': 0, 'erneuerbare': 0.5, 'Energiezukunft': 0.6799999999999999}",positive,"[0.0038599437, 0.0230795, 0.97306055]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Das Wasserkraftwerk als erneuerbare Energie in Obersiggenthal darf nicht stillgelegt werden. Der CVP-Grossrat Michael Wetzel hat zurecht eine Interpellation dazu eingereicht. Ich frage mich, wo sind die Rotgrünen? Die CVP richtet es wieder.
https://t.co/yG1X5U9O9I via @BTBaden",wasserkraftwerk erneuerbare energie obersiggenthal dürfen stilllegen cvp grossrat michael wetzel zurecht interpellation einreichen fragen rotgrünen cvp richten via,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Das': 0.03, 'Wasserkraftwerk': 0.375, 'als': 1.0, 'erneuerbare': 1.0, 'Energie': 0.34, 'in': 0.4, 'Obersiggenthal': 0.25, 'darf': 0, 'nicht': 0.16, 'stillgelegt': 0.060000000000000005, 'werden': 0, 'Der': 0.03, 'CVP-Grossrat': 0, 'Michael': 0.03, 'Wetzel': 0.02, 'hat': 0, 'zurecht': 0.09, 'eine': 0, 'Interpellation': 0.12, 'dazu': 0, 'eingereicht': 0.08, 'Ich': 0.02, 'frage': 0, 'mich': 0, 'wo': 0.03, 'sind': 0.03, 'die': 0.03, 'Rotgrünen': 0.015, 'Die': 0.03, 'CVP': 0.04, 'richtet': 0, 'es': 0.03, 'wieder': 0.03, 'via': 0.04}",neutral,"[0.5442192, 0.10468491, 0.35109589]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,0.85,neutral,"RT @CVP_PDC: Heute ist #Weltumwelttag. 🌱 Die #CVP setzt sich konsequent für einheimische, erneuerbare Energie ein, kämpft für ein griffiges…",heute weltumwelttag cvp setzen konsequent einheimisch erneuerbare energie kämpfen griffig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Heute': 0.02, 'ist': 0.07, 'Weltumwelttag': 0.02, 'Die': 0.04, 'CVP': 0.04, 'setzt': 0, 'sich': 0, 'konsequent': 0, 'für': 0.04, 'einheimische': 0.46, 'erneuerbare': 1.0, 'Energie': 0.16, 'ein': 0, 'kämpft': 0.11, 'griffiges': 0, '…': 0}",positive,"[0.0007083476, 0.0009056889, 0.998386]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,negative,E-Voting funktioniert momentan nicht in der Schweiz. Langfristig aber werde ich mich für E-Voting unter Gewährung des Datenschutzes einsetzen. Die Digitaisierung soll auch im Wahl- und Abstimmungsprozess ankommen und wird so attraktiver für Junge.https://t.co/JgKqFQn0Gl,e voting funktionieren momentan schweiz langfristig e voting gewährung datenschutzes einsetzen digitaisierung wahl abstimmungsprozess ankommen attraktiv junge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'E-Voting': 0, 'funktioniert': 0, 'momentan': 0.11, 'nicht': 0.05, 'in': 0.1, 'der': 0.11, 'Schweiz': 0.11, 'Langfristig': 0.06, 'aber': 0, 'werde': 0, 'ich': 0.13, 'mich': 0, 'für': 0.48, 'unter': 0, 'Gewährung': 0, 'des': 0, 'Datenschutzes': 0.13, 'einsetzen': 0, 'Die': 0.11, 'Digitaisierung': 0.22, 'soll': 0, 'auch': 0.17, 'im': 0, 'Wahl-': 0, 'und': 0.13, 'Abstimmungsprozess': 0.15500000000000003, 'ankommen': 0.16, 'wird': 0.22, 'so': 0, 'attraktiver': 0.29000000000000004, 'Junge': 0.43}",neutral,"[0.59525144, 0.2778923, 0.12685627]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @sicherheit_ja: Bundesrätin @Violapamherd in #srfarena warum es am 27. September ein JA zu neuen Kampfflugzeugen braucht: ""Unsere Bevölk…",bundesrätin srfarena warum september ja neu kampfflugzeugen brauchen bevölk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Bundesrätin': 0.085, 'in': 0.15, 'srfarena': 0.13, 'warum': 0.33, 'es': 0.14, 'am': 0, '27.': 0, 'September': 0.11, 'ein': 0, 'JA': 0, 'zu': 0.05, 'neuen': 0.07, 'Kampfflugzeugen': 0, 'braucht': 0, 'Unsere': 0.25, 'Bevölk': 0, '…': 0}",neutral,"[0.81407434, 0.053978354, 0.1319472]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"RT @JCVPSchweiz: Sag auch DU am 27. September JA zu neuen Kampfflugzeugen und damit JA zu einer sicheren Zukunft!

#zukunftsicherheitja #sé…",sag september ja neu kampfflugzeugen ja sicher zukunft zukunftsicherheitja sé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Sag': 0, 'auch': 0, 'DU': 0, 'am': 0, '27.': 0, 'September': 0.06, 'JA': 0.15, 'zu': 0.07, 'neuen': 0.08, 'Kampfflugzeugen': 0, 'und': 0.15, 'damit': 0.07, 'einer': 0, 'sicheren': 0, 'Zukunft': 0.09, 'zukunftsicherheitja': 0.26749999999999996, 'sé': 0, '…': 0}",positive,"[0.012928883, 0.009727324, 0.97734374]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @CVP_PDC: Die Schweiz 🇨🇭 muss für alle Eventualitäten gewappnet sein – dazu gehören auch einsatzfähige Kampfflugzeuge. Denken wir schon…,schweiz all eventualitäten wappnen gehören einsatzfähige kampfflugzeuge denken schon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0, 'Schweiz': 0.09, '🇨': 0, '🇭': 0, 'muss': 0, 'für': 0, 'alle': 0, 'Eventualitäten': 0, 'gewappnet': 0, 'sein': 0, '–': 0, 'dazu': 0, 'gehören': 0, 'auch': 0, 'einsatzfähige': 0, 'Kampfflugzeuge': 0, 'Denken': 0, 'wir': 0, 'schon': 0, '…': 0}",positive,"[0.20568226, 0.0049979147, 0.7893199]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @CVP_PDC: Die Schweiz 🇨🇭 muss für alle Eventualitäten gewappnet sein – dazu gehören auch einsatzfähige Kampfflugzeuge. Denken wir heute…,schweiz all eventualitäten wappnen gehören einsatzfähige kampfflugzeuge denken heute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0, 'Schweiz': 0.09, '🇨': 0, '🇭': 0, 'muss': 0, 'für': 0, 'alle': 0, 'Eventualitäten': 0, 'gewappnet': 0, 'sein': 0, '–': 0, 'dazu': 0, 'gehören': 0, 'auch': 0, 'einsatzfähige': 0, 'Kampfflugzeuge': 0, 'Denken': 0, 'wir': 0, 'heute': 0, '…': 0}",neutral,"[0.83020294, 0.009635419, 0.16016164]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @JFAargau: Dieses Wochenende sind wir am Kandelaber-Plakate aufhängen für den Kauf neuer Kampfflugzeuge.

@sicherheit_ja @fdp_ag https:/…",wochenende kandelaber plakate aufhängen kauf neu kampfflugzeuge https,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Dieses': 0.05, 'Wochenende': 0.06, 'sind': 0, 'wir': 0, 'am': 0, 'Kandelaber-Plakate': 0.1, 'aufhängen': 0.09, 'für': 0.06, 'den': 0, 'Kauf': 0, 'neuer': 0, 'Kampfflugzeuge': 0, 'https': 1.0, ':/': 0, '…': 0}",neutral,"[0.7451778, 0.014510882, 0.24031126]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,negative,RT @MajaRiniker: «Wohlstand gibt es auf Dauer nicht ohne militärische Absicherung». Darum sage ich Ja zu den neuen Kampfflugzeugen. @sicher…,wohlstand geben dauer militärisch absicherung darum sage ja neu kampfflugzeugen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'«': 0, 'Wohlstand': 0, 'gibt': 0, 'es': 0, 'auf': 0, 'Dauer': 0, 'nicht': 0, 'ohne': 0, 'militärische': 0, 'Absicherung': 0, '»': 0, 'Darum': 0, 'sage': 0, 'ich': 0, 'Ja': 0, 'zu': 0, 'den': 0, 'neuen': 0, 'Kampfflugzeugen': 0, '…': 0}",positive,"[0.00097080565, 0.0010818877, 0.9979473]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @vbs_ddps: #Air2030 @Violapamherd an der Medienkonferenz zur Abstimmung über die neuen Kampfflugzeuge am 27. September 2020. https://t.c…,air2030 medienkonferenz abstimmung neu kampfflugzeuge september,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Air2030': 0.35, 'an': 0, 'der': 0.2, 'Medienkonferenz': 0.31, 'zur': 0.345, 'Abstimmung': 0, 'über': 0, 'die': 0.2, 'neuen': 0.23, 'Kampfflugzeuge': 0, 'am': 0, '27.': 0, 'September': 0.13, '2020.': 0}",neutral,"[0.9694365, 0.01364742, 0.01691606]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,negative,RT @CVP_PDC: Die Schweiz 🇨🇭 braucht neue Kampfflugzeuge! Die #CVP und @idamicha werden sich bis zum 27. September für ein JA einsetzen. Eng…,schweiz brauchen neue kampfflugzeuge cvp september ja einsetzen engen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0, 'Schweiz': 0.11, '🇨': 0, '🇭': 0, 'braucht': 0, 'neue': 0, 'Kampfflugzeuge': 0, 'CVP': 0, 'und': 0, 'werden': 0, 'sich': 0, 'bis': 0, 'zum': 0, '27.': 0, 'September': 0, 'für': 0, 'ein': 0, 'JA': 0, 'einsetzen': 0, 'Eng': 0, '…': 0}",positive,"[0.20701346, 0.0646485, 0.72833806]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @vbs_ddps: #Air2030 @Violapamherd an der Medienkonferenz zur Abstimmung über die neuen Kampfflugzeuge am 27. September 2020. https://t.c…,air2030 medienkonferenz abstimmung neu kampfflugzeuge september,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Air2030': 0.35, 'an': 0, 'der': 0.2, 'Medienkonferenz': 0.31, 'zur': 0.345, 'Abstimmung': 0, 'über': 0, 'die': 0.2, 'neuen': 0.23, 'Kampfflugzeuge': 0, 'am': 0, '27.': 0, 'September': 0.13, '2020.': 0}",neutral,"[0.9694365, 0.01364742, 0.01691606]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,RT @sicherheit_ja: Kampfflugzeuge werden überwiegend für den alltäglichen Luftpolizeidienst eingesetzt. Dieser kontrolliert und sichert den…,kampfflugzeuge überwiegen alltäglich luftpolizeidienst einsetzen kontrollieren sichern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Kampfflugzeuge': 0, 'werden': 0, 'überwiegend': 0, 'für': 0.05, 'den': 0.32, 'alltäglichen': 0, 'Luftpolizeidienst': 0.03, 'eingesetzt': 0.07, 'Dieser': 0.19, 'kontrolliert': 0, 'und': 0.12, 'sichert': 0.49, '…': 0}",neutral,"[0.5696583, 0.023985103, 0.40635663]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @sicherheit_ja: Der Luftpolizeidienst, welcher von den Kampfflugzeugen durchgeführt wird, kontrolliert den täglichen Luftverkehr in der…",luftpolizeidienst welch kampfflugzeugen durchführen kontrollieren täglich luftverkehr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Der': 0.08, 'Luftpolizeidienst': 0.12250000000000001, 'welcher': 0.17, 'von': 0, 'den': 0.08, 'Kampfflugzeugen': 0.5700000000000001, 'durchgeführt': 0, 'wird': 0, 'kontrolliert': 0, 'täglichen': 0.24, 'Luftverkehr': 0.07, 'in': 0.05, 'der': 0.08, '…': 0}",positive,"[0.061955106, 0.0043005007, 0.9337444]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @JCVPSchweiz: Die Delegierten der @JCVPSchweiz sagen mit 37 Ja zu 2 Nein bei 1 Enthaltung JA zur Beschaffung neuer #Kampfflugzeuge und d…,delegieren sagen ja nein enthaltung ja beschaffung neu kampfflugzeuge d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.12, 'Delegierten': 0.14, 'der': 0.12, 'sagen': 0.1, 'mit': 0.04, 'Ja': 0.17, 'zu': 0.14, 'Nein': 0.04, 'bei': 0, 'Enthaltung': 0.14, 'JA': 0.17, 'zur': 0.13, 'Beschaffung': 0.99, 'neuer': 0, 'Kampfflugzeuge': 0, 'und': 0.17, 'd': 0, '…': 0}",positive,"[0.2457082, 0.05289085, 0.70140094]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @idamicha: SP, Grüne und GSOA setzen mit ihrem Kampfflugzeug-Referendum die Sicherheit der Schweiz aufs Spiel. Die Schweiz braucht eine…",sp grüne gsoa setzen kampfflugzeug referendum sicherheit schweiz aufs spiel schweiz brauchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'SP': 0.06, 'Grüne': 0, 'und': 0.08, 'GSOA': 0.2, 'setzen': 0, 'mit': 0.44, 'ihrem': 0, 'Kampfflugzeug-Referendum': 0.78, 'die': 0.08, 'Sicherheit': 0, 'der': 0.08, 'Schweiz': 0.22, 'aufs': 0, 'Spiel': 0, 'Die': 0.08, 'braucht': 0.11, 'eine': 0, '…': 0}",positive,"[0.22304584, 0.05660497, 0.72034925]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
